OBJECTID,Site_ID,FID,ln_UTM1083,lt_UTM1083,siteID,siteuse,replsit,ln_WGS84,lt_WGS84,stratum,wgt,ip,caty,aux,uniq_ID,srvy_st,keep,fr_yr__,pct_suitable_2021,OBJECTID_1,ORIG_FID,ID,FEATTYP,FT,F_JNCTID,F_JNCTTYP,T_JNCTID,T_JNCTTYP,PJ,METERS,FRC,NETCLASS,NETBCLASS,NET2CLASS,SOL,NAMETYP,CHARGE,SHIELDNUM,RTETYP,RTEDIR,RTEDIRVD,PROCSTAT,FOW,SLIPRD,FREEWAY,BACKRD,TOLLRD,RDCOND,STUBBLE,PRIVATERD,CONSTATUS,ONEWAY,F_BP,T_BP,F_ELEV,T_ELEV,KPH,MINUTES,POSACCUR,CARRIAGE,LANES,RAMP,ADAS,TRANS,DYNSPEED,SPEEDCAT,NTHRUTRAF,ROUGHRD,PARTSTRUC,STATE,FULLNAME,PREFIX,PRETYPE,NAME,TYPE,SUFFIX,NAME_DIR,NAMELC,GIS_PRC_DT,Shape_Length,Shape_Area,recovery_zone,unique_ID,max_2017,max_2018,max_2020,max_2021,max_2017_scaled,max_2018_scaled,max_2020_scaled,max_2021_scaled,X_coord,Y_coord,four_year_avg,four_year_avg_scaled,pct_suitable_2021_2022
49,2021,20,508043,4938610,Site-021,Legacy,None,-122.890000000000001,44.600000000000001,None,10.840000000000000,0.090000000000000,None,0.640000000000000,1896,1,1,0.640000000000000,0.0000000,2421,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TENNESSEE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1896,5,5,6,6,0.5000000,0.5000000,0.5980000,0.5980000,-122.8986588,44.6008148,5.5000000,0.6441177,0.0000000
50,2022,21,490296,4923150,Site-022,Legacy,None,-123.120000000000005,44.460000000000001,None,9.949999999999999,0.100000000000000,None,0.700000000000000,2229,1,1,0.700000000000000,0.2293809,2824,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAYETTEVILLE,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2229,5,6,5,8,0.5000000,0.5980000,0.5000000,0.7940000,-123.1219864,44.4615707,6.0000000,0.7017647,0.2293809
51,2023,22,479784,4934310,Site-023,Legacy,None,-123.250000000000000,44.560000000000002,None,9.560000000000000,0.100000000000000,None,0.730000000000000,5043,1,1,0.730000000000000,0.0000000,6464,5688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORVALLIS-NEWPORT,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5043,6,6,6,7,0.5980000,0.5980000,0.5980000,0.6960000,-123.2545700,44.5618439,6.2500000,0.7305883,0.0000000
52,2024,23,490198,4902180,Site-024,Legacy,None,-123.120000000000005,44.270000000000003,None,8.250000000000000,0.120000000000000,None,0.840000000000000,5543,1,1,0.840000000000000,0.2435748,7232,6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWERLINE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5543,6,7,8,8,0.5980000,0.6960000,0.7940000,0.7940000,-123.1228180,44.2727547,7.2500000,0.8458824,0.2435748
53,2025,24,503595,4933500,Site-025,Legacy,None,-122.950000000000003,44.549999999999997,None,8.250000000000000,0.120000000000000,None,0.840000000000000,2062,1,1,0.840000000000000,0.9994555,2632,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LANGMACK,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2062,6,8,7,8,0.5980000,0.7940000,0.6960000,0.7940000,-122.9547348,44.5547943,7.2500000,0.8458824,0.9994555
54,2026,25,493531,4929570,Site-026,Legacy,None,-123.079999999999998,44.509999999999998,None,7.980000000000000,0.120000000000000,None,0.870000000000000,2036,1,1,0.870000000000000,0.0978062,2600,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TANGENT,LP,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2036,8,8,7,7,0.7940000,0.7940000,0.6960000,0.6960000,-123.0814056,44.5194016,7.5000000,0.8747059,0.0978062
55,2027,26,487993,4911860,Site-027,Legacy,None,-123.150000000000006,44.350000000000001,None,7.730000000000000,0.120000000000000,None,0.900000000000000,1583,1,1,0.900000000000000,0.5392625,2041,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE CREEK,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1583,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.1506729,44.3598862,7.7500000,0.9035294,0.5392625
56,2028,27,494476,4910220,Site-028,Legacy,None,-123.060000000000002,44.340000000000003,None,7.980000000000000,0.120000000000000,None,0.870000000000000,737,1,1,0.870000000000000,0.2285090,1020,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWIN BUTTES,DR,E,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,737,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.0692978,44.3451881,7.5000000,0.8747059,0.2285090
57,2029,28,500959,4933760,Site-029,Legacy,None,-122.980000000000004,44.549999999999997,None,9.560000000000000,0.100000000000000,None,0.730000000000000,3690,1,1,0.730000000000000,0.4278841,4647,3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED BRIDGE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3690,5,8,4,8,0.5000000,0.7940000,0.4020000,0.7940000,-122.9879303,44.5571861,6.2500000,0.7305883,0.4278841
58,2030,29,492376,4951760,Site-030,Legacy,None,-123.090000000000003,44.710000000000001,None,8.250000000000000,0.120000000000000,None,0.840000000000000,1911,1,1,0.840000000000000,0.0000000,2438,1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVER CONNER,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1911,7,8,8,6,0.6960000,0.7940000,0.7940000,0.5980000,-123.0962601,44.7191887,7.2500000,0.8458824,0.0000000
59,2031,30,483166,4914730,Site-031,Legacy,None,-123.209999999999994,44.380000000000003,None,9.560000000000000,0.100000000000000,None,0.730000000000000,5246,1,1,0.730000000000000,0.5982575,6777,6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRISH BEND,LP,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5246,5,6,6,8,0.5000000,0.5980000,0.5980000,0.7940000,-123.2113342,44.3856773,6.2500000,0.7305883,0.5982575
60,2032,31,491211,4917670,Site-032,Legacy,None,-123.109999999999999,44.409999999999997,None,7.980000000000000,0.120000000000000,None,0.870000000000000,3969,1,1,0.870000000000000,0.1659735,5035,4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALBANY-JUNCTION CITY,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3969,7,8,7,8,0.6960000,0.7940000,0.6960000,0.7940000,-123.1103973,44.4122505,7.5000000,0.8747059,0.1659735
61,2033,32,499107,4954600,Site-033,Legacy,None,-123.010000000000005,44.740000000000002,None,8.250000000000000,0.120000000000000,None,0.840000000000000,3038,1,1,0.840000000000000,0.0000000,3818,3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEFFERSON,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3038,8,7,7,7,0.7940000,0.6960000,0.6960000,0.6960000,-123.0112762,44.7448158,7.2500000,0.8458824,0.0000000
62,2034,33,499803,4917710,Site-034,Legacy,None,-123.000000000000000,44.409999999999997,None,8.539999999999999,0.110000000000000,None,0.810000000000000,1834,1,1,0.810000000000000,0.9925118,2342,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEVEN MILE,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1834,6,8,6,8,0.5980000,0.7940000,0.5980000,0.7940000,-123.0024796,44.4127083,7.0000000,0.8170588,0.9925118
63,2035,34,484186,4924240,Site-035,Legacy,None,-123.189999999999998,44.469999999999999,None,7.980000000000000,0.120000000000000,None,0.870000000000000,1651,1,1,0.870000000000000,0.3486196,2121,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRATTAIN,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1651,8,8,6,8,0.7940000,0.7940000,0.5980000,0.7940000,-123.1988220,44.4713211,7.5000000,0.8747059,0.3486196
64,2036,35,494143,4897240,Site-036,Legacy,None,-123.069999999999993,44.219999999999999,None,7.730000000000000,0.120000000000000,None,0.900000000000000,2195,1,1,0.900000000000000,0.2656707,2787,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOWERS,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2195,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.0733414,44.2283173,7.7500000,0.9035294,0.2656707
65,2037,36,497411,4931970,Site-037,Legacy,None,-123.030000000000001,44.539999999999999,None,9.190000000000000,0.100000000000000,None,0.750000000000000,941,1,1,0.750000000000000,0.2219005,1281,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TANGENT,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,941,6,7,5,8,0.5980000,0.6960000,0.5000000,0.7940000,-123.0325851,44.5410309,6.5000000,0.7594118,0.2219005
66,2038,37,489646,4923140,Site-038,Legacy,None,-123.120000000000005,44.460000000000001,None,9.190000000000000,0.100000000000000,None,0.750000000000000,2228,1,1,0.750000000000000,0.9483296,2823,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAYETTEVILLE,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2228,5,7,6,8,0.5000000,0.6960000,0.5980000,0.7940000,-123.1301575,44.4615173,6.5000000,0.7594118,0.9483296
67,2039,38,482582,4913170,Site-039,Legacy,None,-123.209999999999994,44.369999999999997,None,9.190000000000000,0.100000000000000,None,0.750000000000000,5243,1,1,0.750000000000000,0.2008267,6774,5998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRISH BEND,LP,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5243,6,6,6,8,0.5980000,0.5980000,0.5980000,0.7940000,-123.2186127,44.3716278,6.5000000,0.7594118,0.2008267
68,2040,39,492175,4900200,Site-040,Legacy,None,-123.090000000000003,44.250000000000000,None,7.490000000000000,0.130000000000000,None,0.930000000000000,986,1,1,0.930000000000000,0.5968274,1333,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRICEBORO,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,986,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.0980225,44.2550354,8.0000000,0.9323530,0.5968274
69,2041,40,504893,4934210,Site-041,Legacy,None,-122.930000000000007,44.560000000000002,None,7.490000000000000,0.130000000000000,None,0.930000000000000,1497,1,1,0.930000000000000,0.2461407,1946,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GORE,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1497,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-122.9383850,44.5611763,8.0000000,0.9323530,0.2461407
70,2042,41,495923,4924340,Site-042,Legacy,None,-123.049999999999997,44.469999999999999,None,9.190000000000000,0.100000000000000,None,0.750000000000000,1680,1,1,0.750000000000000,0.2704987,2155,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORGAN,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1680,6,6,6,8,0.5980000,0.5980000,0.5980000,0.7940000,-123.0512543,44.4723549,6.5000000,0.7594118,0.2704987
71,2043,42,485890,4917280,Site-043,Legacy,None,-123.170000000000002,44.399999999999999,None,8.539999999999999,0.110000000000000,None,0.810000000000000,2051,1,1,0.810000000000000,0.1325534,2618,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMITH,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2051,6,7,7,8,0.5980000,0.6960000,0.6960000,0.7940000,-123.1772156,44.4086342,7.0000000,0.8170588,0.1325534
72,2044,43,496652,4908800,Site-044,Legacy,None,-123.040000000000006,44.329999999999998,None,7.730000000000000,0.120000000000000,None,0.900000000000000,4018,1,1,0.900000000000000,0.9967397,5107,4331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTER SCHOOL,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4018,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.0419922,44.3324203,7.7500000,0.9035294,0.9967397
73,2045,44,500893,4941810,Site-045,Legacy,None,-122.980000000000004,44.619999999999997,None,8.250000000000000,0.120000000000000,None,0.840000000000000,5485,1,1,0.840000000000000,0.2886887,7151,6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANTIAM,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5485,7,8,6,8,0.6960000,0.7940000,0.5980000,0.7940000,-122.9887466,44.6296082,7.2500000,0.8458824,0.2886887
74,2046,45,496662,4945060,Site-046,Legacy,None,-123.040000000000006,44.649999999999999,None,9.190000000000000,0.100000000000000,None,0.750000000000000,2004,1,1,0.750000000000000,0.0259027,2565,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLOVER RIDGE,RD,NE,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2004,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-123.0420990,44.6588516,6.5000000,0.7594118,0.0259027
75,2047,46,483806,4917340,Site-047,Legacy,None,-123.200000000000003,44.399999999999999,None,8.250000000000000,0.120000000000000,None,0.840000000000000,4407,1,1,0.840000000000000,0.6543655,5646,4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEORIA,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4407,6,8,7,8,0.5980000,0.7940000,0.6960000,0.7940000,-123.2033920,44.4091492,7.2500000,0.8458824,0.6543655
76,2048,47,501342,4954800,Site-048,Legacy,None,-122.980000000000004,44.740000000000002,None,9.190000000000000,0.100000000000000,None,0.750000000000000,4029,1,1,0.750000000000000,0.0199808,5122,4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARRISH GAP,RD,SE,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4029,5,6,7,8,0.5000000,0.5980000,0.6960000,0.7940000,-122.9830551,44.7466164,6.5000000,0.7594118,0.0199808
77,2049,48,500680,4919500,Site-049,Legacy,None,-122.989999999999995,44.420000000000002,None,9.560000000000000,0.100000000000000,None,0.730000000000000,1555,1,1,0.730000000000000,0.0797682,2010,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWNSVILLE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1555,5,7,5,8,0.5000000,0.6960000,0.5000000,0.7940000,-122.9914551,44.4287758,6.2500000,0.7305883,0.0797682
78,2050,49,485837,4927320,Site-050,Legacy,None,-123.170000000000002,44.490000000000002,None,9.190000000000000,0.100000000000000,None,0.750000000000000,2145,1,1,0.750000000000000,0.5828200,2727,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENDALL,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2145,6,7,5,8,0.5980000,0.6960000,0.5000000,0.7940000,-123.1781616,44.4990997,6.5000000,0.7594118,0.5828200
79,2051,50,496234,4902990,Site-051,Legacy,None,-123.040000000000006,44.280000000000001,None,8.859999999999999,0.110000000000000,None,0.780000000000000,4416,1,1,0.780000000000000,0.3552895,5658,4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIAMOND HILL,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4416,6,7,6,8,0.5980000,0.6960000,0.5980000,0.7940000,-123.0471954,44.2801895,6.7500000,0.7882353,0.3552895
80,2052,51,500298,4928540,Site-052,Legacy,None,-122.989999999999995,44.509999999999998,None,7.490000000000000,0.130000000000000,None,0.930000000000000,1992,1,1,0.930000000000000,0.3187073,2550,1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAND RIDGE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1992,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-122.9962463,44.5101929,8.0000000,0.9323530,0.3187073
81,2053,52,484676,4910930,Site-053,Legacy,None,-123.189999999999998,44.350000000000001,None,8.859999999999999,0.110000000000000,None,0.780000000000000,1376,1,1,0.780000000000000,0.7221614,1802,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEORIA,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1376,6,8,5,8,0.5980000,0.7940000,0.5000000,0.7940000,-123.1922760,44.3515167,6.7500000,0.7882353,0.7221614
82,2054,53,489746,4910570,Site-054,Legacy,None,-123.120000000000005,44.340000000000003,None,7.980000000000000,0.120000000000000,None,0.870000000000000,1326,1,1,0.870000000000000,0.0056528,1738,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWERLINE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1326,7,8,8,7,0.6960000,0.7940000,0.7940000,0.6960000,-123.1286545,44.3483200,7.5000000,0.8747059,0.0056528
83,2055,54,505731,4941510,Site-055,Legacy,None,-122.920000000000002,44.619999999999997,None,7.980000000000000,0.120000000000000,None,0.870000000000000,1635,1,1,0.870000000000000,0.0954051,2100,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TENNESSEE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1635,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-122.9277573,44.6269150,7.5000000,0.8747059,0.0954051
84,2056,55,496099,4934240,Site-056,Legacy,None,-123.040000000000006,44.560000000000002,None,7.490000000000000,0.130000000000000,None,0.930000000000000,2574,1,1,0.930000000000000,0.1352732,3228,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEVEN MILE,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2574,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.0491257,44.5614777,8.0000000,0.9323530,0.1352732
85,2057,56,486746,4914070,Site-057,Legacy,None,-123.159999999999997,44.369999999999997,None,8.250000000000000,0.120000000000000,None,0.840000000000000,1439,1,1,0.840000000000000,0.3485056,1875,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICEWOOD,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1439,6,8,7,8,0.5980000,0.7940000,0.6960000,0.7940000,-123.1663818,44.3798141,7.2500000,0.8458824,0.3485056
86,2058,57,496058,4916500,Site-058,Legacy,None,-123.049999999999997,44.399999999999999,None,10.380000000000001,0.090000000000000,None,0.670000000000000,750,1,1,0.670000000000000,0.0000000,1035,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEENEY,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,750,5,6,6,6,0.5000000,0.5980000,0.5980000,0.5980000,-123.0495071,44.4017487,5.7500000,0.6729411,0.0000000
87,2059,58,501228,4911460,Site-059,Legacy,None,-122.980000000000004,44.350000000000001,None,8.539999999999999,0.110000000000000,None,0.810000000000000,5529,1,1,0.810000000000000,0.0255801,7218,6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAP,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5529,6,7,7,8,0.5980000,0.6960000,0.6960000,0.7940000,-122.9845963,44.3564110,7.0000000,0.8170588,0.0255801
88,2060,59,493138,4962230,Site-060,Legacy,None,-123.079999999999998,44.810000000000002,None,9.560000000000000,0.100000000000000,None,0.730000000000000,4477,1,1,0.730000000000000,0.0234087,5744,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDNEY,RD,S,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4477,5,7,5,8,0.5000000,0.6960000,0.5000000,0.7940000,-123.0867844,44.8134384,6.2500000,0.7305883,0.0234087
89,2061,60,492730,4888310,Site-061,Legacy,None,-123.090000000000003,44.140000000000001,None,7.980000000000000,0.120000000000000,None,0.870000000000000,1845,1,1,0.870000000000000,0.0057620,2354,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBURG,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1845,7,7,8,8,0.6960000,0.6960000,0.7940000,0.7940000,-123.0909042,44.1479263,7.5000000,0.8747059,0.0057620
90,2062,61,487118,4900700,Site-062,Legacy,None,-123.159999999999997,44.250000000000000,None,7.490000000000000,0.130000000000000,None,0.930000000000000,1074,1,1,0.930000000000000,0.2265310,1434,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBURG,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1074,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.1613770,44.2593918,8.0000000,0.9323530,0.2265310
91,2063,62,492663,4893500,Site-063,Legacy,None,-123.090000000000003,44.189999999999998,None,7.490000000000000,0.130000000000000,None,0.930000000000000,746,1,1,0.930000000000000,0.3089424,1031,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERMAN,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,746,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.0918121,44.1946411,8.0000000,0.9323530,0.3089424
92,2064,63,488049,4931040,Site-064,Legacy,None,-123.150000000000006,44.530000000000001,None,8.859999999999999,0.110000000000000,None,0.780000000000000,4811,1,1,0.780000000000000,0.4128460,6179,5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TANGENT,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4811,5,7,7,8,0.5000000,0.6960000,0.6960000,0.7940000,-123.1504135,44.5325699,6.7500000,0.7882353,0.4128460
93,2065,64,489939,4894730,Site-065,Legacy,None,-123.120000000000005,44.200000000000003,None,7.730000000000000,0.120000000000000,None,0.900000000000000,2991,1,1,0.900000000000000,0.0547511,3756,2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBURG,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2991,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.1259308,44.2057266,7.7500000,0.9035294,0.0547511
94,2066,65,487339,4910900,Site-066,Legacy,None,-123.150000000000006,44.350000000000001,None,7.490000000000000,0.130000000000000,None,0.930000000000000,4174,1,1,0.930000000000000,0.4664834,5338,4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALPASS,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4174,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.1588516,44.3512535,8.0000000,0.9323530,0.4664834
95,2067,66,492662,4911830,Site-067,Legacy,None,-123.090000000000003,44.350000000000001,None,7.490000000000000,0.130000000000000,None,0.930000000000000,876,1,1,0.930000000000000,0.4376563,1203,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE CREEK,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,876,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.0920868,44.3597412,8.0000000,0.9323530,0.4376563
96,2068,67,486530,4918920,Site-068,Legacy,None,-123.159999999999997,44.420000000000002,None,11.350000000000000,0.080000000000000,None,0.610000000000000,2558,1,1,0.610000000000000,0.3140976,3210,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINN CO 211,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2558,3,5,5,8,0.3040000,0.5000000,0.5000000,0.7940000,-123.1692123,44.4234886,5.2500000,0.6152941,0.3140976
97,2069,68,490154,4915600,Site-069,Legacy,None,-123.120000000000005,44.390000000000001,None,8.859999999999999,0.110000000000000,None,0.780000000000000,1101,1,1,0.780000000000000,0.3752738,1464,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWERLINE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1101,7,6,6,8,0.6960000,0.5980000,0.5980000,0.7940000,-123.1236267,44.3936424,6.7500000,0.7882353,0.3752738
98,2070,69,503376,4944980,Site-070,Legacy,None,-122.950000000000003,44.649999999999999,None,8.859999999999999,0.110000000000000,None,0.780000000000000,1486,1,1,0.780000000000000,0.0000000,1934,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLAGMANN,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1486,7,7,7,6,0.6960000,0.6960000,0.6960000,0.5980000,-122.9574203,44.6582031,6.7500000,0.7882353,0.0000000
99,2071,70,498971,4925130,Site-071,Legacy,None,-123.010000000000005,44.469999999999999,None,8.539999999999999,0.110000000000000,None,0.810000000000000,2878,1,1,0.810000000000000,0.3880990,3597,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANNING,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2878,7,7,6,8,0.6960000,0.6960000,0.5980000,0.7940000,-123.0129395,44.4794464,7.0000000,0.8170588,0.3880990
100,2072,71,492161,4898300,Site-072,Legacy,None,-123.090000000000003,44.229999999999997,None,7.730000000000000,0.120000000000000,None,0.900000000000000,1513,1,1,0.900000000000000,0.5001587,1962,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DALE,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1513,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.0981674,44.2379341,7.7500000,0.9035294,0.5001587
