OBJECTID,ORIG_FID,ID,FEATTYP,FT,F_JNCTID,F_JNCTTYP,T_JNCTID,T_JNCTTYP,PJ,METERS,FRC,NETCLASS,NETBCLASS,NET2CLASS,SOL,NAMETYP,CHARGE,SHIELDNUM,RTETYP,RTEDIR,RTEDIRVD,PROCSTAT,FOW,SLIPRD,FREEWAY,BACKRD,TOLLRD,RDCOND,STUBBLE,PRIVATERD,CONSTATUS,ONEWAY,F_BP,T_BP,F_ELEV,T_ELEV,KPH,MINUTES,POSACCUR,CARRIAGE,LANES,RAMP,ADAS,TRANS,DYNSPEED,SPEEDCAT,NTHRUTRAF,ROUGHRD,PARTSTRUC,STATE,FULLNAME,PREFIX,PRETYPE,NAME,TYPE,SUFFIX,NAME_DIR,NAMELC,GIS_PRC_DT,recovery_zone,unique_ID,max_2017,max_2018,max_2020,max_2021,max_2017_scaled,max_2018_scaled,max_2020_scaled,max_2021_scaled,X_coord,Y_coord,four_year_avg,four_year_avg_scaled,pct_suitable_2021,UTM_X,UTM_Y,Shape_Length,Shape_Area,surveyed_2022,num_birds_2022
750,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LICKSKILLET,RD,,,,07/22/2019,2,764,6,7,7,8,0.5980000,0.6960000,0.6960000,0.7940000,-122.9761581,44.6476822,7.0000000,0.8170588,0.0995800,501890.7812500,4943814.0000000,1256.637061435917303,125663.706143591727596,1,0
751,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUENA VISTA,RD,,,,07/22/2019,3,765,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.1546707,44.7773743,7.5000000,0.8747059,0.1681959,487762.5625000,4958231.5000000,1256.637061435917303,125663.706143591727596,0,
752,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONSER,RD,,,,07/22/2019,2,766,6,6,8,7,0.5980000,0.5980000,0.7940000,0.6960000,-123.1060410,44.6866531,6.7500000,0.7882353,0.0003702,491597.2187500,4948148.0000000,1256.637061435917303,125663.706143591727596,0,
753,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAP,RD,,,,07/22/2019,2,767,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-122.9851532,44.3693733,6.0000000,0.7017647,0.0000000,501183.0937500,4912899.5000000,1256.637061435917303,125663.706143591727596,0,
754,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELBURN,DR,,,,07/22/2019,1,768,6,7,7,8,0.5980000,0.6960000,0.6960000,0.7940000,-122.8602219,44.7427216,7.0000000,0.8170588,0.0188377,511065.8750000,4954380.0000000,1256.637061435917303,125663.706143591727596,0,
755,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHELBURN,DR,,,,07/22/2019,1,769,5,5,6,7,0.5000000,0.5000000,0.5980000,0.6960000,-122.8543854,44.7468338,5.7500000,0.6729411,0.0000000,511527.1875000,4954838.0000000,1256.637061435917303,125663.706143591727596,0,
756,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIGGS,DR,,,,07/22/2019,1,770,7,7,5,8,0.6960000,0.6960000,0.5000000,0.7940000,-122.8362579,44.6129341,6.7500000,0.7882353,0.1199928,512991.6875000,4939967.0000000,1256.637061435917303,125663.706143591727596,0,
757,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPENNER,RD,SE,,,07/22/2019,1,771,6,5,5,6,0.5980000,0.5000000,0.5000000,0.5980000,-122.7623444,44.8178711,5.5000000,0.6441177,0.0000000,518790.0000000,4962746.0000000,1256.637061435917303,125663.706143591727596,0,
758,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPENNER,RD,SE,,,07/22/2019,1,772,5,5,5,6,0.5000000,0.5000000,0.5000000,0.5980000,-122.7541275,44.8179016,5.2500000,0.6152941,0.0000000,519439.9375000,4962751.5000000,1256.637061435917303,125663.706143591727596,0,
759,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPENNER,RD,SE,,,07/22/2019,1,773,6,4,5,6,0.5980000,0.4020000,0.5000000,0.5980000,-122.7460022,44.8186340,5.2500000,0.6152941,0.0000000,520081.8437500,4962834.5000000,1256.637061435917303,125663.706143591727596,0,
760,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPENNER,RD,SE,,,07/22/2019,1,774,5,5,5,7,0.5000000,0.5000000,0.5000000,0.6960000,-122.7377853,44.8186569,5.5000000,0.6441177,0.0005449,520731.4687500,4962839.0000000,1256.637061435917303,125663.706143591727596,0,
761,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPENNER,RD,SE,,,07/22/2019,1,775,7,7,7,6,0.6960000,0.6960000,0.6960000,0.5980000,-122.7331467,44.8160362,6.7500000,0.7882353,0.0000000,521099.4687500,4962549.0000000,1256.637061435917303,125663.706143591727596,0,
762,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAST LACOMB,RD,,,,07/22/2019,1,776,1,4,3,4,0.1080000,0.4020000,0.3040000,0.4020000,-122.7327423,44.6130753,3.0000000,0.3558823,0.0000000,521205.1250000,4940004.0000000,1256.637061435917303,125663.706143591727596,0,
763,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB STATION,DR,,,,07/22/2019,2,777,6,7,7,8,0.5980000,0.6960000,0.6960000,0.7940000,-123.1695633,44.3019333,7.0000000,0.8170588,0.0379594,486474.5000000,4905422.5000000,1256.637061435917303,125663.706143591727596,0,
764,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUTTEVILLE,RD,NE,,,07/22/2019,1,778,6,6,5,8,0.5980000,0.5980000,0.5000000,0.7940000,-122.8408279,45.2499352,6.2500000,0.7305883,0.1411663,512490.4375000,5010728.0000000,1256.637061435917303,125663.706143591727596,0,
765,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAGON,RD,NE,,,07/22/2019,1,779,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-122.7275620,45.0771255,8.0000000,0.9323530,0.3628265,521443.1562500,4991554.0000000,1256.637061435917303,125663.706143591727596,0,
766,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAGON,RD,NE,,,07/22/2019,1,780,6,5,7,7,0.5980000,0.5000000,0.6960000,0.6960000,-122.7307281,45.0825272,6.2500000,0.7305883,0.0031705,521192.4062500,4992153.5000000,1256.637061435917303,125663.706143591727596,0,
767,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,VANDERMOST,RD,,,,07/22/2019,1,781,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.8674774,45.4198303,0.0000000,0.0100000,0.0000000,510368.2812500,5029598.5000000,1256.637061435917303,125663.706143591727596,0,
768,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,OLD HWY 47,RD,,,,07/22/2019,1,782,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.1407928,45.4728127,0.0000000,0.0100000,0.0000000,488995.0000000,5035485.5000000,1256.637061435917303,125663.706143591727596,0,
769,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KINGSTON JORDAN,DR,,,,07/22/2019,1,783,7,7,7,7,0.6960000,0.6960000,0.6960000,0.6960000,-122.7532196,44.7517242,7.0000000,0.8170588,0.0052152,519533.9375000,4955400.5000000,1256.637061435917303,125663.706143591727596,0,
770,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KINGSTON JORDAN,DR,,,,07/22/2019,1,784,5,5,5,7,0.5000000,0.5000000,0.5000000,0.6960000,-122.7609253,44.7536469,5.5000000,0.6441177,0.0000000,518923.5625000,4955612.0000000,1256.637061435917303,125663.706143591727596,0,
771,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KINGSTON JORDAN,DR,,,,07/22/2019,1,785,6,6,5,8,0.5980000,0.5980000,0.5000000,0.7940000,-122.7687531,44.7541924,6.2500000,0.7305883,0.4704966,518303.2812500,4955671.0000000,1256.637061435917303,125663.706143591727596,0,
772,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GESCHWILL,LN,NE,,,07/22/2019,1,786,5,5,6,7,0.5000000,0.5000000,0.5980000,0.6960000,-122.8434982,45.1203880,5.7500000,0.6729411,0.0000000,512308.9062500,4996336.0000000,1256.637061435917303,125663.706143591727596,0,
773,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONITOR MCKEE,RD,NE,,,07/22/2019,1,787,7,7,6,7,0.6960000,0.6960000,0.5980000,0.6960000,-122.8172913,45.1002617,6.7500000,0.7882353,0.0000000,514375.0312500,4994104.5000000,1256.637061435917303,125663.706143591727596,0,
774,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONITOR MCKEE,RD,NE,,,07/22/2019,1,788,5,7,5,8,0.5000000,0.6960000,0.5000000,0.7940000,-122.8090286,45.1002426,6.2500000,0.7305883,0.0093040,515025.0312500,4994104.0000000,1256.637061435917303,125663.706143591727596,0,
775,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,DEININGER,RD,,,,07/22/2019,1,790,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.4767609,45.3454666,0.0000000,0.0100000,0.0000000,540990.9375000,5021461.5000000,1256.637061435917303,125663.706143591727596,0,
776,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,UNGER,RD,,,,07/22/2019,1,791,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.0304947,45.4514236,0.0000000,0.0100000,0.0000000,497615.3125000,5033100.5000000,1256.637061435917303,125663.706143591727596,0,
777,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,CHALMERS,LN,,,,07/22/2019,1,792,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.0864182,45.5797997,0.0000000,0.0100000,0.0000000,493257.7187500,5047366.0000000,1256.637061435917303,125663.706143591727596,0,
778,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENDRESEN,LN,NE,,,07/22/2019,1,793,5,5,5,6,0.5000000,0.5000000,0.5000000,0.5980000,-122.7891846,44.9619026,5.2500000,0.6152941,0.0000000,516626.2812500,4978740.0000000,1256.637061435917303,125663.706143591727596,0,
779,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DORSEY,LN,,,,07/22/2019,3,794,6,7,8,8,0.5980000,0.6960000,0.7940000,0.7940000,-123.2398376,44.2137604,7.2500000,0.8458824,0.7942638,480840.1250000,4895643.0000000,1256.637061435917303,125663.706143591727596,0,
780,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMAS SWALE,RD,,,,07/22/2019,3,795,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.0609665,43.9174461,0.0000000,0.0100000,0.0000000,495105.4687500,4862706.0000000,1256.637061435917303,125663.706143591727596,0,
781,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEER LAKE,CT,SE,,,07/22/2019,1,796,6,5,6,7,0.5980000,0.5000000,0.5980000,0.6960000,-122.9918823,44.8535271,6.0000000,0.7017647,0.0000000,500641.6875000,4966679.5000000,1256.637061435917303,125663.706143591727596,0,
782,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEBRUN,RD,NE,,,07/22/2019,1,797,5,8,5,8,0.5000000,0.7940000,0.5000000,0.7940000,-122.9074173,45.1380157,6.5000000,0.7594118,0.4081883,507279.2812500,4998286.5000000,1256.637061435917303,125663.706143591727596,0,
783,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEBRUN,RD,NE,,,07/22/2019,1,798,6,8,5,7,0.5980000,0.7940000,0.5000000,0.6960000,-122.8991547,45.1379356,6.5000000,0.7594118,0.0203945,507929.2187500,4998278.5000000,1256.637061435917303,125663.706143591727596,0,
784,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVEST,DR,,,,07/22/2019,2,800,6,8,7,8,0.5980000,0.7940000,0.6960000,0.7940000,-123.1910706,44.5268822,7.2500000,0.8458824,0.1525743,484817.0000000,4930413.0000000,1256.637061435917303,125663.706143591727596,0,
785,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRIVER,RD,,,,07/22/2019,2,801,5,7,6,8,0.5000000,0.6960000,0.5980000,0.7940000,-123.0955429,44.5044250,6.5000000,0.7594118,0.2564180,492404.8437500,4927905.0000000,1256.637061435917303,125663.706143591727596,1,0
786,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRIVER,RD,,,,07/22/2019,2,802,7,8,7,8,0.6960000,0.7940000,0.6960000,0.7940000,-123.1000824,44.5090485,7.5000000,0.8747059,0.0684774,492045.0625000,4928419.0000000,1256.637061435917303,125663.706143591727596,0,
787,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBURG BOTTOM LOOP,RD,,,,07/22/2019,2,803,6,6,8,6,0.5980000,0.5980000,0.7940000,0.5980000,-123.0976868,44.1433907,6.5000000,0.7594118,0.0000000,492187.1250000,4887803.5000000,1256.637061435917303,125663.706143591727596,0,
788,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBURG BOTTOM LOOP,RD,,,,07/22/2019,2,804,8,5,8,8,0.7940000,0.5000000,0.7940000,0.7940000,-123.0953140,44.1388512,7.2500000,0.8458824,0.1142424,492376.0937500,4887299.0000000,1256.637061435917303,125663.706143591727596,0,
789,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUTTEVILLE,RD,NE,,,07/22/2019,1,808,7,7,8,8,0.6960000,0.6960000,0.7940000,0.7940000,-122.8975677,45.1266479,7.5000000,0.8747059,0.0005449,508055.5937500,4997024.5000000,1256.637061435917303,125663.706143591727596,0,
790,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILVER CREEK FALLS,HWY,,,,07/22/2019,1,809,6,5,5,8,0.5980000,0.5000000,0.5000000,0.7940000,-122.8846359,44.8728523,6.0000000,0.7017647,0.2194366,509112.8125000,4968832.5000000,1256.637061435917303,125663.706143591727596,0,
791,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOMINIC,RD,NE,,,07/22/2019,1,812,6,8,6,7,0.5980000,0.7940000,0.5980000,0.6960000,-122.7556915,45.0856590,6.7500000,0.7882353,0.0000000,519226.4375000,4992495.0000000,1256.637061435917303,125663.706143591727596,0,
792,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOMINIC,RD,NE,,,07/22/2019,1,813,7,8,6,6,0.6960000,0.7940000,0.5980000,0.5980000,-122.7474365,45.0856438,6.7500000,0.7882353,0.0000000,519876.4375000,4992495.5000000,1256.637061435917303,125663.706143591727596,0,
793,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH PASS,RD,,,,07/22/2019,3,814,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.2565842,44.2153130,8.0000000,0.9323530,0.0252375,479503.2187500,4895819.5000000,1256.637061435917303,125663.706143591727596,1,0
794,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,STORMER,RD,,,,07/22/2019,1,815,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.4038010,45.3129692,0.0000000,0.0100000,0.0000000,546733.2500000,5017891.0000000,1256.637061435917303,125663.706143591727596,0,
795,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,REDLAND,RD,,,,07/22/2019,1,816,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.4472198,45.3053551,0.0000000,0.0100000,0.0000000,543335.3750000,5017021.0000000,1256.637061435917303,125663.706143591727596,0,
796,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,REDLAND,RD,,,,07/22/2019,1,817,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.4398117,45.3028870,0.0000000,0.0100000,0.0000000,543918.3125000,5016751.0000000,1256.637061435917303,125663.706143591727596,0,
797,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,SHADYBROOK,RD,,,,07/22/2019,1,818,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.9800873,45.6174393,0.0000000,0.0100000,0.0000000,501552.3125000,5051544.0000000,1256.637061435917303,125663.706143591727596,0,
798,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEATLAND,RD,N,,,07/22/2019,1,819,7,7,8,10,0.6960000,0.6960000,0.7940000,0.9900000,-123.0115051,45.0550766,8.0000000,0.9323530,0.0225924,499094.1875000,4989068.5000000,1256.637061435917303,125663.706143591727596,0,
799,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEATLAND,RD,N,,,07/22/2019,1,820,6,6,6,8,0.5980000,0.5980000,0.5980000,0.7940000,-123.0145493,45.0605087,6.5000000,0.7594118,0.0586117,498854.5937500,4989672.5000000,1256.637061435917303,125663.706143591727596,0,
800,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAGGENER,RD,,,,07/22/2019,2,821,5,8,5,8,0.5000000,0.7940000,0.5000000,0.7940000,-123.0471878,44.3510818,6.5000000,0.7594118,0.9847987,496239.4062500,4910869.0000000,1256.637061435917303,125663.706143591727596,0,
801,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUFORD PARK,RD,,,,07/22/2019,3,822,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.9807281,44.0070915,0.0000000,0.0100000,0.0000000,501544.6562500,4872660.5000000,1256.637061435917303,125663.706143591727596,0,
802,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,MERIDIAN,RD,,,,07/22/2019,1,823,8,4,5,5,0.7940000,0.4020000,0.5000000,0.5000000,-122.7510529,45.1185913,5.5000000,0.6441177,0.0000000,519580.1250000,4996154.5000000,1256.637061435917303,125663.706143591727596,0,
803,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,MERIDIAN,RD,,,,07/22/2019,1,824,5,8,6,7,0.5000000,0.7940000,0.5980000,0.6960000,-122.7445374,45.1150436,6.5000000,0.7594118,0.0096183,520093.7812500,4995762.0000000,1256.637061435917303,125663.706143591727596,0,
804,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,MERIDIAN,RD,,,,07/22/2019,1,825,7,7,5,7,0.6960000,0.6960000,0.5000000,0.6960000,-122.7435837,45.1093292,6.5000000,0.7594118,0.0019293,520170.8437500,4995128.0000000,1256.637061435917303,125663.706143591727596,0,
805,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,MERIDIAN,RD,,,,07/22/2019,1,826,5,6,8,6,0.5000000,0.5980000,0.7940000,0.5980000,-122.7451019,45.1036797,6.2500000,0.7305883,0.0000000,520053.5312500,4994499.5000000,1256.637061435917303,125663.706143591727596,0,
806,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN HILL,RD,,,,07/22/2019,3,827,6,7,8,8,0.5980000,0.6960000,0.7940000,0.7940000,-123.2083359,44.0979080,7.2500000,0.8458824,0.1047572,483324.4062500,4882768.5000000,1256.637061435917303,125663.706143591727596,0,
807,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,GIBSON,RD,,,,07/22/2019,1,828,5,8,8,8,0.5000000,0.7940000,0.7940000,0.7940000,-122.6528625,45.1145134,7.2500000,0.8458824,0.1600389,527305.0000000,4995730.0000000,1256.637061435917303,125663.706143591727596,0,
808,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,DRYLAND,RD,,,,07/22/2019,1,829,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-122.6555862,45.1594391,7.5000000,0.8747059,0.0748093,527069.5625000,5000720.0000000,1256.637061435917303,125663.706143591727596,0,
809,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLGAN,RD,SE,,,07/22/2019,1,830,4,5,4,5,0.4020000,0.5000000,0.4020000,0.5000000,-122.9373932,44.7324142,4.5000000,0.5288236,0.0000000,504957.0937500,4953227.5000000,1256.637061435917303,125663.706143591727596,0,
810,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,CONZELMANN,RD,,,,07/22/2019,1,831,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.8760376,45.3749695,0.0000000,0.0100000,0.0000000,509706.2812500,5024613.5000000,1256.637061435917303,125663.706143591727596,0,
811,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,TRAIL,RD,,,,07/22/2019,1,832,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.7205811,45.3649101,0.0000000,0.0100000,0.0000000,521882.3437500,5023526.5000000,1256.637061435917303,125663.706143591727596,0,
812,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMYTH,RD,,,,07/22/2019,3,833,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.3250275,44.2010498,7.5000000,0.8747059,0.4194618,474029.0625000,4894254.5000000,1256.637061435917303,125663.706143591727596,0,
813,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,VANDERMOST,RD,,,,07/22/2019,1,834,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.8695450,45.4103508,0.0000000,0.0100000,0.0000000,510208.2500000,5028545.0000000,1256.637061435917303,125663.706143591727596,0,
814,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH PASS,RD,,,,07/22/2019,3,835,6,6,7,7,0.5980000,0.5980000,0.6960000,0.6960000,-123.2968063,44.2155685,6.5000000,0.7594118,0.0000000,476289.9687500,4895859.0000000,1256.637061435917303,125663.706143591727596,0,
815,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH PASS,RD,,,,07/22/2019,3,836,6,6,8,6,0.5980000,0.5980000,0.7940000,0.5980000,-123.2886734,44.2155113,6.5000000,0.7594118,0.0000000,476939.9062500,4895850.5000000,1256.637061435917303,125663.706143591727596,0,
816,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENTS,RD,NE,,,07/22/2019,1,837,8,6,4,7,0.7940000,0.5980000,0.4020000,0.6960000,-122.8091583,45.2406311,6.2500000,0.7305883,0.0000000,514978.0000000,5009700.0000000,1256.637061435917303,125663.706143591727596,0,
817,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENTS,RD,NE,,,07/22/2019,1,838,6,6,5,7,0.5980000,0.5980000,0.5000000,0.6960000,-122.8105698,45.2463951,6.0000000,0.7017647,0.0700152,514865.6875000,5010340.0000000,1256.637061435917303,125663.706143591727596,0,
818,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DORSEY,LN,,,,07/22/2019,3,839,6,6,7,8,0.5980000,0.5980000,0.6960000,0.7940000,-123.2397690,44.1988068,6.7500000,0.7882353,0.2392960,480840.7500000,4893982.0000000,1256.637061435917303,125663.706143591727596,0,
819,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DORSEY,LN,,,,07/22/2019,3,840,8,8,7,8,0.7940000,0.7940000,0.6960000,0.7940000,-123.2397614,44.2046547,7.7500000,0.9035294,0.0298472,480843.4375000,4894632.0000000,1256.637061435917303,125663.706143591727596,0,
820,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YERGEN,RD,NE,,,07/22/2019,1,841,6,5,8,8,0.5980000,0.5000000,0.7940000,0.7940000,-122.8702774,45.2278824,6.7500000,0.7882353,0.0592432,510183.6250000,5008274.0000000,1256.637061435917303,125663.706143591727596,0,
821,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAYS,LN,SE,,,07/22/2019,1,842,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-122.8585205,44.8551178,6.5000000,0.7594118,0.0000000,511178.7812500,4966866.0000000,1256.637061435917303,125663.706143591727596,0,
822,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LANDS END,LN,NE,,,07/22/2019,1,843,7,6,8,8,0.6960000,0.5980000,0.7940000,0.7940000,-122.9247513,45.0164871,7.2500000,0.8458824,0.0307173,505929.2187500,4984784.5000000,1256.637061435917303,125663.706143591727596,0,
823,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALK,RD,,,,07/22/2019,2,844,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.0776825,44.3800850,7.5000000,0.8747059,0.3898511,493811.5937500,4914092.5000000,1256.637061435917303,125663.706143591727596,0,
