Lark_ID,firstInterval,firstDet,surveyEvent,unique_ID,Survey_Event_ID,Observer,Survey_Date,Survey_Time,Wind,Temp,Sky_Code,Avg_Noise,Max_Noise,OVSP?,Site_Comments,Number_Detected,Expr1014,Individual_ID,Sex,Age,distanceBand,Interval_1,Interval_2,Interval_3,Interval_4,Notes,Count_Date,Start_Time,Site_ID,dayOfYear,surveyYear,sunrise,mas
NA,NA,NA,22_2_1326,1326,201,SHA,6/24/2022,08:24:00,4.5,61.2,Clear,58.6,74,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24,8H 24M 0S,1326,175,2022,2022-06-24T12:30:26Z,174.00000000000003
NA,NA,NA,22_2_1345,1345,210,SHA,6/23/2022,07:24:00,4.5,57.6,Clear,53.9,77,0,"~2.5m high filbert orchard on NE side, fescue field on other",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,7H 24M 0S,1345,174,2022,2022-06-23T12:30:08Z,114.00000000000003
NA,NA,NA,22_2_1439,1439,102,MLG,6/23/2022,06:08:00,1.4,55.6,Clear,65.8,95,0,"Factory and train yard on east side, tall grass field to west. Gravel shoulder",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,6H 8M 0S,1439,174,2022,2022-06-23T12:30:08Z,38.00000000000003
NA,NA,NA,22_2_1486,1486,151,BMW,6/18/2022,07:35:00,4,59,Partly cloudy,38,101,0,"Marginal site. Multiple houses with trees. Some orchard/nursery trees, but a couple large fields of grass too. Maybe less than 50% suitable, but not all permanent crops, so keeping for now.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,7H 35M 0S,1486,169,2022,2022-06-18T12:29:12Z,125.99999999999997
NA,NA,NA,22_2_1497,1497,63,MLG,6/18/2022,05:51:00,0,51.2,Mostly cloudy,45.2,68,0,"Slightley less that 50% forested within 200m buffer. Trees to south, grass field to north. Gravel shoulder. Other species: MODO, SOSP, RNPH, CEDW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,5H 51M 0S,1497,169,2022,2022-06-18T12:29:12Z,21.999999999999975
NA,NA,NA,22_2_1513,1513,29,MLG,6/13/2022,06:36:00,2.4,53.8,Mostly cloudy,51.2,67,0,"Gravel road with grass on northwest side, filberts to east.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13,6H 36M 0S,1513,164,2022,2022-06-13T12:29:11Z,66.99999999999997
NA,NA,NA,22_2_1555,1555,12,MLG,6/8/2022,08:07:00,1,66.4,Partly cloudy,87.6,105,0,"Busy road. Grassy hill to east of point, trees along a creek to the west.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,8H 7M 0S,1555,159,2022,2022-06-08T12:30:05Z,157.00000000000003
NA,NA,NA,22_2_1584,1584,107,MLG,6/23/2022,07:50:00,5.1,56.4,Clear,68.8,97,0,"Clover on north side, >2m filberts to southwest. Creek and cow pasture with tall trees to southeast. Gravel shoulder and grass under filberts.
Other species: AMRO, BASW, CEDW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,7H 50M 0S,1584,174,2022,2022-06-23T12:30:08Z,139.99999999999997
NA,NA,NA,22_2_1635,1635,196,SHA,6/25/2022,07:04:00,0,52.3,Clear,57.1,83,0,"field on one side house on the other, was quiet but avg noise shot up from hay truck",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,7H 4M 0S,1635,176,2022,2022-06-25T12:30:45Z,93.99999999999999
NA,NA,NA,22_2_1651,1651,214,SHA,6/23/2022,06:00:00,0,48.7,Clear,38.5,53,0,"oak stand covers 1/4, rest is fescue and clover",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,6H 0M 0S,1651,174,2022,2022-06-23T12:30:08Z,30
NA,NA,NA,22_2_1662,1662,48,MLG,6/16/2022,08:10:00,3.1,56.7,Mostly cloudy,79.7,99,0,"Park behind rexius sign at intersection. Grass fields on both sides, not many bare areas. Busy crossroad, very little shoulder",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16,8H 10M 0S,1662,167,2022,2022-06-16T12:29:05Z,160.99999999999997
NA,NA,NA,22_2_1670,1670,205,SHA,6/24/2022,06:37:00,0,52.9,Clear,50.7,75,0,"large fields, power station, barking dog",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24,6H 37M 0S,1670,175,2022,2022-06-24T12:30:26Z,67.00000000000003
NA,NA,NA,22_2_1680,1680,118,MLG,6/25/2022,08:12:00,4.2,68.7,Clear,43.7,57,0,"Tall grass on both sides: Gravel shoulder. 20' filberts to the west
Other species: SASP, AMGO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,8H 12M 0S,1680,176,2022,2022-06-25T12:30:45Z,161.99999999999994
NA,NA,NA,22_2_1703,1703,81,MLG,6/19/2022,09:17:00,0,57.4,Mostly cloudy,53.6,76,0,"Houses on north side of point, small tall grass field on south side with filberts beyond. Lots of tall trees surrounding point but not more than 50% within the 200m buffer.
Other species: AMRO, WEWP, EUCD, VGSW, BHGR, CEDW, LABU, NRWS, WASW, CLSW, BUOR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19,9H 17M 0S,1703,170,2022,2022-06-19T12:29:19Z,228
NA,NA,NA,22_2_1704,1704,197,SHA,6/25/2022,07:35:00,0,65.2,Clear,49.4,57,0,"stand of oak edges road, fallow field beyond to NE, can see I5 from point",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,7H 35M 0S,1704,176,2022,2022-06-25T12:30:45Z,124.99999999999999
NA,NA,NA,22_2_1717,1717,147,BMW,6/18/2022,08:47:00,3.2,60,Mostly cloudy,49,99,0,Low grass fields with cows in it on side. Some houses and buildings on the other.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,8H 47M 0S,1717,169,2022,2022-06-18T12:29:12Z,198
NA,NA,NA,22_2_1845,1845,82,MLG,6/20/2022,05:36:00,0,44,Clear,74.3,97,0,"Busy road. Houses and nursery on south side, wheat field to north. Line of tall trees to east with very little bare ground.
Other species: SPTO, LABU, SOSP, HOFI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20,5H 36M 0S,1845,171,2022,2022-06-20T12:29:28Z,6.999999999999975
NA,NA,NA,22_2_1896,1896,198,SHA,6/24/2022,06:47:00,0,52.5,Clear,39.1,54,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24,6H 47M 0S,1896,175,2022,2022-06-24T12:30:26Z,77
NA,NA,NA,22_2_1911,1911,149,BMW,6/18/2022,09:56:00,3.3,59.5,Mostly cloudy,30,103,0,"Big hazelnuts and tall forest on one side, mint, 2-3ft tall on other. Some bare ground at edge between mint and wheat. Very quiet spot. White crowned Sparrows x5+.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,9H 56M 0S,1911,169,2022,2022-06-18T12:29:12Z,267
NA,NA,NA,22_2_1992,1992,66,MLG,6/18/2022,06:50:00,2.3,53.3,Drizzle,63.3,90,0,"On a bit of a hill. Grass fields on both sides, gravel shoulder and bare margin. Some very curious cows
Other species: NOHA, CLSW, PEFA (with prey), MODO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,6H 50M 0S,1992,169,2022,2022-06-18T12:29:12Z,80.99999999999997
NA,NA,NA,22_2_2026,2026,115,MLG,6/25/2022,06:55:00,1,58.9,Clear,55.6,77,0,"Ag complex in NE quarter of point buffer. Blooming seed crop to west, dry seed crop to southeast. Very steep ditch/ gravel shoulder. Not much bare ground
Other species: AMRO, BASW, BRBL, EUST, RTHA, RWBL, HOFI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,6H 55M 0S,2026,176,2022,2022-06-25T12:30:45Z,85.00000000000001
NA,NA,NA,22_2_2036,2036,67,MLG,6/18/2022,07:12:00,2.2,52.7,Mostly cloudy,74.4,100,0,"Tall grass fields on both sides, gravel shoulder + bare field margins. Sheep grazing south field, filberts to south east past intersection",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,7H 12M 0S,2036,169,2022,2022-06-18T12:29:12Z,103
NA,NA,NA,22_2_2051,2051,20,MLG,6/9/2022,07:07:00,1.2,57.2,Mostly cloudy,40,59,0,Gravel road with 2m grass on both sides,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,7H 7M 0S,2051,160,2022,2022-06-09T12:29:50Z,97.99999999999997
NA,NA,NA,22_2_2062,2062,64,MLG,6/18/2022,06:10:00,2.3,51.9,Mostly cloudy,48.6,69,0,"Paved road, grass fields on all sides. Gravel shoulder",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,6H 10M 0S,2062,169,2022,2022-06-18T12:29:12Z,41.000000000000014
NA,NA,NA,22_2_2145,2145,120,MLG,6/25/2022,06:24:00,0,55.4,Clear,44.1,60,0,"Tall grass fields on both sides of gravel road. 2 Large ag barns and house to Southeast.
Other species: HOSP, BRBL, EUCD, EUST, KILL, SASP, HOWR, MODO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,6H 24M 0S,2145,176,2022,2022-06-25T12:30:45Z,54.00000000000002
NA,NA,NA,22_2_2195,2195,28,MLG,6/13/2022,06:15:00,1.5,56.2,Mostly cloudy,39.8,67,0,"Bare gravel ditch with some water on both sides of the road, 2m tall grass.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13,6H 15M 0S,2195,164,2022,2022-06-13T12:29:11Z,46
NA,NA,NA,22_2_2200,2200,199,SHA,6/25/2022,06:26:00,0,48,Clear,54.2,81,0,grass fields both sides,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,6H 26M 0S,2200,176,2022,2022-06-25T12:30:45Z,56.000000000000014
NA,NA,NA,22_2_2228,2228,213,SHA,6/23/2022,06:39:00,0,50.7,Clear,60.4,83,0,"fescue on one side, small white flowers on other",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,6H 39M 0S,2228,174,2022,2022-06-23T12:30:08Z,69.00000000000003
NA,NA,NA,22_2_2229,2229,212,SHA,6/23/2022,06:51:00,3,50.7,Clear,59.9,79,0,"open grass fields both sides, some tree stands toward E, lots of starlings and blackbirds calling throughout survey",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,6H 51M 0S,2229,174,2022,2022-06-23T12:30:08Z,80.99999999999997
NA,NA,NA,22_2_2407,2407,7,MLG,6/8/2022,06:07:00,1,58.5,Mostly cloudy,66.4,86,0,3 way intersection with 3 different fields at a lower level than field. Clean open ground shoulder/ditch,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,6H 7M 0S,2407,159,2022,2022-06-08T12:30:05Z,36.99999999999997
NA,NA,NA,22_2_2432,2432,204,SHA,6/24/2022,06:05:00,0,53.7,Clear,53.1,77,0,"hay field freshly cut and baled on west side, filbert on E",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24,6H 5M 0S,2432,175,2022,2022-06-24T12:30:26Z,34.999999999999986
NA,NA,NA,22_2_2447,2447,108,MLG,6/23/2022,08:17:00,6.9,58.1,Clear,88.1,108,0,"Tall grass fields on both sides. Steep gravel shoulder. Bare ground at fence margin.
Other species: AMRO, TRSW, CEDW, AMGO, SASP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,8H 17M 0S,2447,174,2022,2022-06-23T12:30:08Z,167
NA,NA,NA,22_2_2450,2450,203,SHA,6/24/2022,07:59:00,3.3,57.5,Clear,64.9,84,0,"grass on one side, clover on the other",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24,7H 59M 0S,2450,175,2022,2022-06-24T12:30:26Z,149
NA,NA,NA,22_2_2503,2503,27,MLG,6/13/2022,05:45:00,1.2,54.5,Mostly cloudy,29,74,0,200 yds of bare ground on west side of point across from a barn. Park between power pole and 40mph sign.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13,5H 45M 0S,2503,164,2022,2022-06-13T12:29:11Z,15.999999999999996
NA,NA,NA,22_2_2541,2541,11,MLG,6/8/2022,07:45:00,1.1,61,Partly cloudy,85.1,105,0,"Grassy slope to the west of point, line of trees on the east with grass field beyond",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,7H 45M 0S,2541,159,2022,2022-06-08T12:30:05Z,135
NA,NA,NA,22_2_2558,2558,19,MLG,6/9/2022,06:41:00,1.3,57.2,Partly cloudy,60,90,0,Gravel road with 1.5 m grass on both sides. Lots of SASP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,6H 41M 0S,2558,160,2022,2022-06-09T12:29:50Z,72.00000000000001
NA,NA,NA,22_2_2574,2574,8,MLG,6/8/2022,06:37:00,2,63,Mostly cloudy,82.2,103,0,"No shoulder, park at vacant lot near trees. 2+m grass on both sides of the road.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,6H 37M 0S,2574,159,2022,2022-06-08T12:30:05Z,67.00000000000003
NA,NA,NA,22_2_2991,2991,122,MLG,6/29/2022,05:57:00,0,59.9,Mostly cloudy,75.8,98,0,"House and barns to east, wheat field and tall trees along road to west. Tall grass around the house. Gravel shoulder. Busy road (coburg)
Other species: BCCH, BEWR, BRCR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29,5H 57M 0S,2991,180,2022,2022-06-29T12:32:24Z,25.000000000000018
NA,NA,NA,22_2_3038,3038,3,SHA,6/9/2022,06:09:00,3,58.7,Partly cloudy,66.3,82,0,"grass ag fields on both sides of road, large patches of trees both sides ~100m N on road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,6H 9M 0S,3038,160,2022,2022-06-09T12:29:50Z,40.000000000000014
NA,NA,NA,22_2_3214,3214,148,BMW,6/18/2022,09:38:00,3.2,60,Mostly cloudy,41,104,0,Grass field with some shorter grass in a low area. Some houses with farm building and trees. Savannah sparrow and house wren.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,9H 38M 0S,3214,169,2022,2022-06-18T12:29:12Z,248.99999999999997
NA,NA,NA,22_2_3278,3278,121,MLG,6/29/2022,05:34:00,0,60.8,Mostly cloudy,56.1,76,0,"Wheat field to east, house and barns to west. Mowed shoulder
Other species: BRBL, SOSP, HOFI, EUST, RWBL, MODO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29,5H 34M 0S,3278,180,2022,2022-06-29T12:32:24Z,1.999999999999993
NA,NA,NA,22_2_3478,3478,119,MLG,6/25/2022,08:56:00,0,73.1,Clear,43.5,61,0,"Barely less than 50% forested on east side, Grass field with more large trees on west side. Gravel shoulder
Other species: AMGO, WEWP, BUSH, CORA, BAEA, SOSP, DOWO, EUST, HOWR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,8H 56M 0S,3478,176,2022,2022-06-25T12:30:45Z,206
NA,NA,NA,22_2_3539,3539,62,MLG,6/18/2022,05:31:00,0,50.2,Mostly cloudy,81.5,104,0,"Busy road. Houses and trees to west, grass field to east. Gravel shoulder.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,5H 31M 0S,3539,169,2022,2022-06-18T12:29:12Z,1.999999999999993
NA,NA,NA,22_2_3969,3969,16,MLG,6/9/2022,05:58:00,1.5,58,Mostly cloudy,79.4,98,0,Gravel shoulder with tall grass on both sides. Busy road on HWY 99E,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,5H 58M 0S,3969,160,2022,2022-06-09T12:29:50Z,29.000000000000004
NA,NA,NA,22_2_3990,3990,83,MLG,6/20/2022,05:54:00,0.8,47.1,Clear,53.2,64,0,"Tall grass fields and unmowed shoulders on both sides. Very little bare ground besides field entrances. Ground fog.
Other species: RWBL, SASP, BHCO, KILL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20,5H 54M 0S,3990,171,2022,2022-06-20T12:29:28Z,25.000000000000018
NA,NA,NA,22_2_4018,4018,5,SHA,6/7/2022,09:21:00,1.6,52,Mostly cloudy,41,71,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,9H 21M 0S,4018,158,2022,2022-06-07T12:30:23Z,230.99999999999997
NA,NA,NA,22_2_4029,4029,131,MLG,6/30/2022,06:54:00,0,58,Clear,73.2,90,0,"Treed slope to east with houses, grass fields to west. Bare shoulder, shrubby berm.
Other species: OCWA, BCCH, BUSH, COYE, CASJ, EUCD, TRSW, AMRO, WREN, LEGO, BHGR, BEWR, CEDW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30,6H 54M 0S,4029,181,2022,2022-06-30T12:32:54Z,82.00000000000003
NA,NA,NA,22_2_4407,4407,104,MLG,6/23/2022,06:49:00,2.3,59.3,Clear,73.9,95,0,"Tall grass fields on both sides, mowed margin to east. Gravel shoulders.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,6H 49M 0S,4407,174,2022,2022-06-23T12:30:08Z,78.99999999999999
NA,NA,NA,22_2_4454,4454,69,MLG,6/18/2022,07:54:00,3.7,54.5,Drizzle,59.8,80,0,Tall grass fields on both sides of paved road. Steep shoulder/ditch with mowed grass,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,7H 54M 0S,4454,169,2022,2022-06-18T12:29:12Z,145.00000000000003
NA,NA,NA,22_2_4477,4477,74,MLG,6/19/2022,06:32:00,0,55.9,Mostly cloudy,59.5,89,0,"Creek with tall trees on the edge northwest of point, grass fields on both sides to the southwest
Other species: WODU, SWTH, AMRO, AMGO, CEDW, BHGR, EUST, MODO, MALL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19,6H 32M 0S,4477,170,2022,2022-06-19T12:29:19Z,62.999999999999986
NA,NA,NA,22_2_4631,4631,51,MLG,6/16/2022,09:06:00,1.4,59.2,Mostly cloudy,71.9,93,0,"House to northeast, line of trees to west. Tall grass fields on both sides, gravel shoulder",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16,9H 6M 0S,4631,167,2022,2022-06-16T12:29:05Z,216.99999999999997
NA,NA,NA,22_2_4748,4748,72,MLG,6/19/2022,05:56:00,0,56.4,Mostly cloudy,51.1,76,0,"Ankeny NWR. Tall trees bordering the road, tall grass beyond on both sides.
Other species: SWTH, CAQU, MODO, SPTO, AMRO, AMCR, CORA, CASJ, SOSP, DOWO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19,5H 56M 0S,4748,170,2022,2022-06-19T12:29:19Z,27.00000000000001
NA,NA,NA,22_2_4796,4796,103,MLG,6/23/2022,06:27:00,0.3,51.3,Clear,86.6,107,0,"In front of a house with lots of trees and very steep shoulder, park by mailbox. Grass on south side beyond hedge/blackberries. Busy road with lots of truck traffic.
Other species: AMGO, AMRO, BRBL, SOSP, BASW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,6H 27M 0S,4796,174,2022,2022-06-23T12:30:08Z,57.000000000000014
NA,NA,NA,22_2_4811,4811,114,MLG,6/25/2022,06:01:00,1.8,53.2,Clear,53.2,79,0,"Tall grass field to north, clover to the south with some bare areas. Line of trees to south southeast. Gravel shoulder.
Other species: SASP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,6H 1M 0S,4811,176,2022,2022-06-25T12:30:45Z,30.999999999999996
NA,NA,NA,22_2_4845,4845,71,MLG,6/19/2022,05:38:00,0,56.6,Mostly cloudy,58.3,81,0,"Grass field across fro a house with trees. Dairy to the north.
Other species: CAQU, YEWA, BHCO, SPTO, BHGR, HOWR, BLPH, BRBL, SWTH, RUHU, CEDW, BRCR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19,5H 38M 0S,4845,170,2022,2022-06-19T12:29:19Z,8.999999999999968
NA,NA,NA,22_2_4983,4983,32,MLG,6/13/2022,08:06:00,1.1,51.9,Drizzle,59,81,0,"Tall grass on both sides of the point, bare shoulder. Park after line of trees south east of point. It started raining hard at interval 2.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13,8H 6M 0S,4983,164,2022,2022-06-13T12:29:11Z,156.99999999999997
NA,NA,NA,22_2_5043,5043,6,MLG,6/8/2022,05:46:00,0,60.5,Mostly cloudy,88.7,105,0,"Very busy road. Grass fields mowed along road ~3m, tall trees >100m from road on both sides",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,5H 46M 0S,5043,159,2022,2022-06-08T12:30:05Z,15.999999999999996
NA,NA,NA,22_2_5103,5103,73,MLG,6/19/2022,06:15:00,0,56.3,Mostly cloudy,59.1,78,0,"Grassy shoulder. Tall trees along the road to the northwest, tall grass field to southeast. Mowed lawn beyond trees.
Other species: AMRO, CASJ, SOSP, SPTO, TRSW, CLSW, BASW, WEWP, EUCD, BRCR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19,6H 15M 0S,5103,170,2022,2022-06-19T12:29:19Z,46
NA,NA,NA,22_2_5144,5144,17,MLG,6/9/2022,06:06:00,2.5,54.5,Mostly cloudy,77.1,99,0,"Busy road, short grass and gravel shoulder. Train tracks to the east then an open grass field (HWY 99E)",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,6H 6M 0S,5144,160,2022,2022-06-09T12:29:50Z,36.99999999999997
NA,NA,NA,22_2_5243,5243,23,MLG,6/9/2022,09:07:00,1.4,59.8,Mostly cloudy,75,98,0,"2m tall grass on both sides, bare gravel shoulder. Road crew came by and sprayed herbicide on west side of road at interval 2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,9H 7M 0S,5243,160,2022,2022-06-09T12:29:50Z,218.00000000000003
NA,NA,NA,22_2_5269,5269,202,SHA,6/24/2022,07:08:00,0,55.9,Clear,60.4,81,0,a lot of hours on small lots with grassy areas between - scattered trees - may want to discard,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24,7H 8M 0S,5269,175,2022,2022-06-24T12:30:26Z,98.00000000000003
NA,NA,NA,22_2_5485,5485,145,BMW,6/18/2022,08:00:00,5.4,55,Mostly cloudy,74,111,0,"Big ag fields with tall grass, but point is at a creek and greenway crossing and in front of a house. Either direction on the road would have be better. But still more than 50% suitable by a lot. Fairly noisy road. BHG, kestrel, RWBB, SOSP.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,8H 0M 0S,5485,169,2022,2022-06-18T12:29:12Z,151
NA,NA,NA,22_2_5529,5529,14,MLG,6/8/2022,09:02:00,4,68.1,Partly cloudy,82,88,0,"Parking lot on west side of point, tall grass field to east bordered by trees and a ditch. Issue with sound meter app so the noise levels are not accurate",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,9H 2M 0S,5529,159,2022,2022-06-08T12:30:05Z,212
NA,NA,NA,22_2_5543,5543,50,MLG,6/16/2022,08:52:00,2.5,57.6,Mostly cloudy,73.4,94,0,"Houses east of point, park near smucker's seed sign.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16,8H 52M 0S,5543,167,2022,2022-06-16T12:29:05Z,203.00000000000003
NA,NA,NA,22_2_5583,5583,144,BMW,6/18/2022,08:21:00,5.2,55,Mostly cloudy,52,101,0,Extensive tall grass fields. Some trees. No bare ground. Northern Harrier.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,8H 21M 0S,5583,169,2022,2022-06-18T12:29:12Z,171.99999999999997
NA,NA,NA,22_2_5662,5662,70,MLG,6/18/2022,08:31:00,6,54.6,Mostly cloudy,76.6,100,0,"Tall grass fields on both sides. Steep gravel shoulder, ditch with water. On a curve, somewhat busy road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,8H 31M 0S,5662,169,2022,2022-06-18T12:29:12Z,182.00000000000006
NA,NA,NA,22_2_5690,5690,211,SHA,6/23/2022,07:52:00,4.1,61.1,Clear,52.7,76,0,"on corner in front of house with dog and stand of oak, two loudly meowing cats, grass fields otherwise",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,7H 52M 0S,5690,174,2022,2022-06-23T12:30:08Z,142.00000000000003
NA,NA,NA,22_2_5707,5707,126,MLG,6/29/2022,07:27:00,1,57.4,Drizzle,42.4,59,0,"Tall grass on north side, filberts on south side. Line of trees to south between the road and filberts. House to east. Gravel shoulder. Very low clouds, dark and drizzly/misty
Other species: RWBL, KILL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29,7H 27M 0S,5707,180,2022,2022-06-29T12:32:24Z,115.00000000000001
NA,NA,NA,22_2_5797,5797,215,SHA,6/23/2022,06:21:00,0.5,48.9,Clear,36.2,62,0,grass fields both sides,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,6H 21M 0S,5797,174,2022,2022-06-23T12:30:08Z,50.99999999999998
NA,NA,NA,22_3_0006,6,133,BMW,6/9/2022,07:01:00,2.2,60,Mostly cloudy,39,91,0,"Short grass (1-2ft tall) on west side, taller grass on right (east). Very little open ground except right along the road.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,7H 1M 0S,6,160,2022,2022-06-09T12:29:50Z,92
NA,NA,NA,22_3_0010,10,100,MLG,6/22/2022,08:45:00,2.3,66.1,Clear,51.9,89,0,"Someones driveway next to a creek with tall trees north of point. 2m tall filbers with bare ground under them to west. Corner of a grass field to southeast. Probably not going to be viable next year when the trees are bigger
Other species: LEGO, CLSW, BASW, WEWP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22,8H 45M 0S,10,173,2022,2022-06-22T12:29:53Z,196
NA,NA,NA,22_3_0047,47,98,MLG,6/22/2022,07:52:00,3.5,61.5,Clear,46.2,64,0,"Tall grass on both sides, bare shoulder. Trees beyond 200m buffer, house to southeast within buffer.
Other species: COYE, SASP, CEDW, AMRO, LABU",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22,7H 52M 0S,47,173,2022,2022-06-22T12:29:53Z,143.00000000000003
NA,NA,NA,22_3_0054,54,99,MLG,6/22/2022,08:21:00,1.2,65.2,Clear,59.2,78,0,"Winery driveway to east, grass pasture to west. Not very much bare ground.
Other species: RWBL, CAQU, ANHU, BASW, VGSW, AMRO, WIWA, CHSP, AMGO, NOFL, PUFI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22,8H 21M 0S,54,173,2022,2022-06-22T12:29:53Z,171.99999999999997
NA,NA,NA,22_3_0397,397,134,BMW,6/9/2022,06:09:00,3.5,55.5,Mostly cloudy,38,97,0,"Tall grass on south and north sides of the road. Better field potential 200 yards south, with low veg height and some open ground.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,6H 9M 0S,397,160,2022,2022-06-09T12:29:50Z,40.000000000000014
NA,NA,NA,22_3_0550,550,127,MLG,6/29/2022,07:59:00,2.6,59.4,Mostly cloudy,62.5,111,0,"Grass seed test plots with some open space to west, clover to east. Gravel shoulder. 2 swathers drove by at the end, very loud.
Other species: MAKE, CORA, RWBL, YEWA, WEWP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29,7H 59M 0S,550,180,2022,2022-06-29T12:32:24Z,147
