"SurveyEvent_Survey_Event_ID","Site_ID","Observer","Survey_Date","Survey_Time","Wind","Temp","Sky_Code","Avg_Noise","Max_Noise","OVSP?","Site_Comments","Number_Detected","SurveyDetail_Survey_Event_ID","Lark_ID","Individual_ID","Sex","Age","Distance Band","Interval_1","Interval_2","Interval_3","Interval_4","Notes"
98,"3002","MLG","6/22/2022","7:52:00 AM",3.50,61.50,"0",46.20,64.00,0,"Tall grass on both sides, bare shoulder. Trees beyond 200m buffer, house to southeast within buffer.
Other species: COYE, SASP, CEDW, AMRO, LABU",0,,,,,,,,,,,
99,"3050","MLG","6/22/2022","8:21:00 AM",1.20,65.20,"0",59.20,78.00,0,"Winery driveway to east, grass pasture to west. Not very much bare ground.
Other species: RWBL, CAQU, ANHU, BASW, VGSW, AMRO, WIWA, CHSP, AMGO, NOFL, PUFI",0,,,,,,,,,,,
100,"3025","MLG","6/22/2022","8:45:00 AM",2.30,66.10,"0",51.90,89.00,0,"Someones driveway next to a creek with tall trees north of point. 2m tall filbers with bare ground under them to west. Corner of a grass field to southeast. Probably not going to be viable next year when the trees are bigger
Other species: LEGO, CLSW, BASW, WEWP",0,,,,,,,,,,,
101,"2018","MLG","6/23/2022","5:43:00 AM",0.00,48.90,"0",71.60,92.00,0,"In front of a house. Tall grass fields on both sides beyond house, gravel shoulder.
Other species: BRBL, BUOR, RTHA, SASP",0,,,,,,,,,,,
102,"2013","MLG","6/23/2022","6:08:00 AM",1.40,55.60,"0",65.80,95.00,0,"Factory and train yard on east side, tall grass field to west. Gravel shoulder",0,,,,,,,,,,,
103,"2029","MLG","6/23/2022","6:27:00 AM",0.30,51.30,"0",86.60,107.00,0,"In front of a house with lots of trees and very steep shoulder, park by mailbox. Grass on south side beyond hedge/blackberries. Busy road with lots of truck traffic.
Other species: AMGO, AMRO, BRBL, SOSP, BASW",0,,,,,,,,,,,
104,"2025","MLG","6/23/2022","6:49:00 AM",2.30,59.30,"0",73.90,95.00,0,"Tall grass fields on both sides, mowed margin to east. Gravel shoulders.",0,,,,,,,,,,,
105,"2067","MLG","6/23/2022","7:08:00 AM",3.10,53.90,"0",41.40,62.00,0,"Near an ag complex. Tall grass to north, half tall grass half short to south. Gravel shoulder.
Other species: SASP, WCSP, CLSW",1,105,41,1,"U","A","2","X","C","X","X",
106,"2085","MLG","6/23/2022","7:25:00 AM",4.90,55.20,"0",3.50,91.00,0,"Mowed field to south, tall grass to north. Bare field to east.
Other species: KILL, EUCD, RTHA",2,106,42,1,"M","A","3","X","S","X","X",
106,"2085","MLG","6/23/2022","7:25:00 AM",4.90,55.20,"0",3.50,91.00,0,"Mowed field to south, tall grass to north. Bare field to east.
Other species: KILL, EUCD, RTHA",2,106,43,2,"U","A","3","X","X","C","X","100+ m east of the first lark"
107,"2091","MLG","6/23/2022","7:50:00 AM",5.10,56.40,"0",68.80,97.00,0,"Clover on north side, >2m filberts to southwest. Creek and cow pasture with tall trees to southeast. Gravel shoulder and grass under filberts.
Other species: AMRO, BASW, CEDW",0,,,,,,,,,,,
108,"2050","MLG","6/23/2022","8:17:00 AM",6.90,59.10,"0",88.10,108.00,0,"Tall grass fields on both sides. Steep gravel shoulder. Bare ground at fence margin.
Other species: AMRO, TRSW, CEDW, AMGO, SASP",0,,,,,,,,,,,
109,"3103","MLG","6/24/2022","5:56:00 AM",1.10,54.50,"0",54.50,76.00,0,"Across from houses. Tall grass fields to north. Some trees along the fence, mowed shoulder.
Other species: EUCD, CHSP, AMCR, WCSP, COHA, AMGO, BASW, BHGR, BRBL, LABU",0,,,,,,,,,,,
110,"3109","MLG","6/24/2022","6:21:00 AM",1.30,53.10,"0",76.70,101.00,0,"Grass fields on both sides. No bare ground, grass up to pavement
Other species: SASP, WEME, BRBL",0,,,,,,,,,,,
111,"3110","MLG","6/24/2022","6:42:00 AM",1.50,53.70,"0",66.90,88.00,0,"In front of a house. Golf course and trees to south, wheat field and grass on either side of the house. Gravel and grass shoulder
Other species: COYE, CASJ, ANHU, BHCO, TRSW, AMKE, AMRO",0,,,,,,,,,,,
112,"3100","MLG","6/24/2022","7:15:00 AM",1.60,57.10,"0",63.00,89.00,0,"In front of a house. Mowed grass shoulder. Wheat field to north, trees to south around houses. Emus and peafowl in a pasture.
Other species: EMU, INPE, WCSP, EUCD, PUFI, WEWP, AMRO, CEDW, BLPH, AMCR, VASW, BUOR",0,,,,,,,,,,,
113,"2032","MLG","6/25/2022","5:33:00 AM",0.00,50.90,"0",42.10,57.00,0,"Next to 2 windmills and 2 trees on south side. Tall grass field to south, recently mowed dry grass to north. Train tracks to east. Gravel road.
Other species: RTHA, BRBL, SASP, MODO, BAEA, NOHA",1,113,44,1,"U","A","3","C","C","X","X","Adult male carrying food after the survey in the area where calls were detected but no visual during survey"
114,"2104","MLG","6/25/2022","6:01:00 AM",1.80,53.20,"0",53.20,79.00,0,"Tall grass field to north, clover to the south with some bare areas. Line of trees to south southeast. Gravel shoulder.
Other species: SASP",0,,,,,,,,,,,
115,"2106","MLG","6/25/2022","6:55:00 AM",1.00,58.90,"0",55.60,77.00,0,"Ag complex in NE quarter of point buffer. Blooming seed crop to west, dry seed crop to southeast. Very steep ditch/ gravel shoulder. Not much bare ground
Other species: AMRO, BASW, BRBL, EUST, RTHA, RWBL, HOFI",0,,,,,,,,,,,
116,"2103","MLG","6/25/2022","7:17:00 AM",0.00,60.20,"0",67.50,97.00,0,"Tall grass to east, dry clover/grass mix to west. Barn and short grass pasture with a few small trees to northwest. Gravel shoulder
Other species: SASP, BASW",1,116,45,1,"M","A","2","X","S","X","X",
117,"2109","MLG","6/25/2022","7:48:00 AM",1.20,62.20,"0",49.20,61.00,0,"Tall grass field to west, short grass/ mostly bare field to east. Gravel shoulder
Other species: EUST, BASW, KILL",4,117,46,1,"M","A","2","S","S","C","X",
117,"2109","MLG","6/25/2022","7:48:00 AM",1.20,62.20,"0",49.20,61.00,0,"Tall grass field to west, short grass/ mostly bare field to east. Gravel shoulder
Other species: EUST, BASW, KILL",4,117,47,2,"M","A","3","X","V","C","V","Flew in chasing a third male and female"
117,"2109","MLG","6/25/2022","7:48:00 AM",1.20,62.20,"0",49.20,61.00,0,"Tall grass field to west, short grass/ mostly bare field to east. Gravel shoulder
Other species: EUST, BASW, KILL",4,117,48,3,"F","A","3","X","V","X","V",
117,"2109","MLG","6/25/2022","7:48:00 AM",1.20,62.20,"0",49.20,61.00,0,"Tall grass field to west, short grass/ mostly bare field to east. Gravel shoulder
Other species: EUST, BASW, KILL",4,117,49,4,"M","A","3","X","V","C","C",
118,"2100","MLG","6/25/2022","8:12:00 AM",4.20,68.70,"0",43.70,57.00,0,"Tall grass on both sides: Gravel shoulder. 20' filberts to the west
Other species: SASP, AMGO",0,,,,,,,,,,,
119,"2108","MLG","6/25/2022","8:56:00 AM",0.00,73.00,"0",43.50,61.00,0,"Barely less than 50% forested on east side, Grass field with more large trees on west side. Gravel shoulder
Other species: AMGO, WEWP, BUSH, CORA, BAEA, SOSP, DOWO, EUST, HOWR",0,,,,,,,,,,,
120,"2110","MLG","6/25/2022","6:24:00 AM",0.00,55.40,"0",44.10,60.00,0,"Tall grass fields on both sides of gravel road. 2 Large ag barns and house to Southeast.
Other species: HOSP, BRBL, EUCD, EUST, KILL, SASP, HOWR, MODO",0,,,,,,,,,,,
121,"2101","MLG","6/29/2022","5:34:00 AM",0.00,60.80,"2",56.10,76.00,0,"Wheat field to east, house and barns to west. Mowed shoulder
Other species: BRBL, SOSP, HOFI, EUST, RWBL, MODO",0,,,,,,,,,,,
122,"2095","MLG","6/29/2022","5:57:00 AM",0.00,59.90,"2",75.80,98.00,0,"House and barns to east, wheat field and tall trees along road to west. Tall grass around the house. Gravel shoulder. Busy road (coburg)
Other species: BCCH, BEWR, BRCR",0,,,,,,,,,,,
123,"2111","MLG","6/29/2022","6:19:00 AM",1.50,61.50,"2",55.80,60.00,0,"Tall grass fields on both sides. Filberts to the south. Gravel shoulder, mowed ditch
Other species: COYE",0,,,,,,,,,,,
124,"3104","MLG","6/29/2022","6:45:00 AM",1.40,58.60,"2",80.90,103.00,0,"Busy highway (99E) Tall grass on both sides. Bare/gravel shoulder and mowed field margins. Houses and trees near buffer.
Other species: BASW, HOFI",0,,,,,,,,,,,
125,"3106","MLG","6/29/2022","6:58:00 AM",3.00,59.40,"4",79.30,103.00,0,"Busy highway (99E) Tall grass on west side, sheep pastures on east side. Gravel shoulder",0,,,,,,,,,,,
126,"2107","MLG","6/29/2022","7:27:00 AM",1.00,57.40,"4",42.20,59.00,0,"Tall grass on north side, filberts on south side. Line of trees to south between the road and filberts. House to east. Gravel shoulder. Very low clouds, dark and drizzly/misty
Other species: RWBL, KILL",0,,,,,,,,,,,
127,"3102","MLG","6/29/2022","7:59:00 AM",2.60,59.40,"2",62.50,111.00,0,"Grass seed test plots with some open space to west, clover to east. Gravel shoulder. 2 swathers drove by at the end, very loud.
Other species: MAKE, CORA, RWBL, YEWA, WEWP",0,,,,,,,,,,,
128,"3108","MLG","6/29/2022","8:46:00 AM",2.40,61.40,"2",82.60,106.00,0,"Tall grass mixed with wildflowers to south and northeast, low marshy spots but no bare ground visible. Plowed/short grass with bare dirt to northwest. Got dive bombed by a bunch of Wilson's phalaropes
Other species: BASW, KILL, CLSW, VASW, WIPH, RWBL, LEGO, SASP",0,,,,,,,,,,,
129,"3112","MLG","6/29/2022","9:11:00 AM",1.10,62.10,"2",77.20,107.00,0,"Wheat on east side with fruit trees farther south, tall grass to west. Gravel road. House to northeast. Quiet except 2 4wheelers passing by
Other species: TUVU, WCSP, SASP, BASW",0,,,,,,,,,,,
130,"3098","MLG","6/30/2022","5:57:00 AM",1.00,58.10,"0",62.20,86.00,0,"Tall grass on both sides, gravel shoulder.
Other species: SASP",0,,,,,,,,,,,
131,"2058","MLG","6/30/2022","6:54:00 AM",0.00,58.00,"0",73.20,90.00,0,"Treed slope to east with houses, grass fields to west. Bare shoulder, shrubby berm.
Other species: OCWA, BCCH, BUSH, COYE, CASJ, EUCD, TRSW, AMRO, WREN, LEGO, BHGR, BEWR, CEDW",0,,,,,,,,,,,
132,"2089","MLG","6/30/2022","7:16:00 AM",1.30,61.50,"0",72.30,99.00,0,"Tall grass on both sides, gravel shoulder. Busy road, sharp curve so park at field entrance
Other species: BRBL",0,,,,,,,,,,,
133,"3075","BMW","6/9/2022","7:01:00 AM",2.20,60.00,"2",39.00,91.00,0,"Short grass (1-2ft tall) on west side, taller grass on right (east). Very little open ground except right along the road.",0,,,,,,,,,,,
134,"3056","BMW","6/9/2022","6:09:00 AM",3.50,55.50,"2",38.00,97.00,0,"Tall grass on south and north sides of the road. Better field potential 200 yards south, with low veg height and some open ground.",0,,,,,,,,,,,
135,"1011","BMW","6/9/2022","7:49:00 AM",1.00,63.50,"2",51.00,85.00,0,"Farm buildings on the north, tall grass on the south. Some music playing from the farm. Lots of noisy house sparrows calling.",0,,,,,,,,,,,
136,"1019","BMW","6/9/2022","8:25:00 AM",2.50,65.50,"2",70.00,102.00,0,"Vienyards on one side, spotty crimson clover on other side of the road. Tractor spraying the grape vines was a bit noisy, but this location is one of the furthest north, so did the survey anyways. Top noise levels were from cars going by not the tractor.",0,,,,,,,,,,,
137,"3073","BMW","6/13/2022","5:42:00 AM",2.40,47.00,"1",74.00,111.00,0,"On very busy hwy 22 to the coast. First stop of the morning to minimize traffic sounds. Tall grass/hay on both sides of the road. I know from personal experience there are horned larks 1/4 mile to the east, but I never heard them at all this morning. Probably a good site to do on a Sunday morning.",0,,,,,,,,,,,
138,"3081","BMW","6/13/2022","6:03:00 AM",0.00,55.00,"1",46.00,70.00,0,"Tall prairie restoration on one side, tall grass on the other. Wet bare areas from where the horned lark was singing over. Area where horned lark was flying over was not visible due to a hedge row, but was visible later from further down the road after the survey. Was singing high up in the sky.",1,138,50,1,"M","A","3","X","X","S","S","Singing high up to my South-East."
139,"3026","BMW","6/13/2022","6:25:00 AM",0.00,53.00,"2",43.00,101.00,0,"Treeless grass and clover fields with little bare ground, though on a wide gravel road. Just east of Baskett Slough NWR.",0,,,,,,,,,,,
140,"3038","BMW","6/13/2022","6:57:00 AM",1.70,57.00,"1",36.00,98.00,0,"Shrubby trees on one side, low vegetation on the other, but with a patch of blackberries blocking any visuals into the field except further down road. Gravel road.",1,140,51,1,"M","A","4","X","S","X","X","Singing, but barely audible."
141,"3057","BMW","6/13/2022","7:22:00 AM",5.00,55.00,"2",68.00,100.00,0,"One lark in the road when I pulled up, but truck behind me spooked it. Tall grass on one side, shorter grass on the other. After survey ended a 2nd female landed on the road, so likely at least two males and two females present, plus still more singing further out.  Several more (3-4) were seen another 1/2 mile or so to the north as I drove out. A well known spot for finding horned larks in Polk County. Wide gravel road.",3,141,52,1,"M","A","3","X","S","S","S","Singing to my east."
141,"3057","BMW","6/13/2022","7:22:00 AM",5.00,55.00,"2",68.00,100.00,0,"One lark in the road when I pulled up, but truck behind me spooked it. Tall grass on one side, shorter grass on the other. After survey ended a 2nd female landed on the road, so likely at least two males and two females present, plus still more singing further out.  Several more (3-4) were seen another 1/2 mile or so to the north as I drove out. A well known spot for finding horned larks in Polk County. Wide gravel road.",3,141,53,2,"M","A","2","X","X","V","V","Seen on the gravel road to my south."
141,"3057","BMW","6/13/2022","7:22:00 AM",5.00,55.00,"2",68.00,100.00,0,"One lark in the road when I pulled up, but truck behind me spooked it. Tall grass on one side, shorter grass on the other. After survey ended a 2nd female landed on the road, so likely at least two males and two females present, plus still more singing further out.  Several more (3-4) were seen another 1/2 mile or so to the north as I drove out. A well known spot for finding horned larks in Polk County. Wide gravel road.",3,141,54,3,"F","A","2","X","X","V","V","Seen on the gravel road to my south, near the male."
142,"3061","BMW","6/13/2022","8:02:00 AM",2.50,51.50,"2",41.00,108.00,0,"Some grass fields, some new hazelnuts, right in front of a house. Paved road with little bare ground.",0,,,,,,,,,,,
143,"3045","BMW","6/13/2022","8:30:00 AM",1.50,53.70,"2",37.00,77.00,0,"New hazelnuts on one side, 3-4ft tall christmas trees on the other with some grass fields further down the road. May be some bare areas between xmas trees further uphill where the larks were singing from.",2,143,55,1,"M","A","3","S","X","X","X","Singing above small xmas trees."
143,"3045","BMW","6/13/2022","8:30:00 AM",1.50,53.70,"2",37.00,77.00,0,"New hazelnuts on one side, 3-4ft tall christmas trees on the other with some grass fields further down the road. May be some bare areas between xmas trees further uphill where the larks were singing from.",2,143,56,2,"M","A","3","S","S","X","X","Singing above small xmas trees too."
144,"2019","BMW","6/18/2022","8:21:00 AM",5.20,55.00,"2",52.00,101.00,0,"Extensive tall grass fields. Some trees. No bare ground. Northern Harrier.",0,,,,,,,,,,,
145,"2072","BMW","6/18/2022","8:00:00 AM",5.40,55.00,"2",74.00,111.00,0,"Big ag fields with tall grass, but point is at a creek and greenway crossing and in front of a house. Either direction on the road would have be better. But still more than 50% suitable by a lot. Fairly noisy road. BHG, kestrel, RWBB, SOSP.",0,,,,,,,,,,,
146,"2083","BMW","6/18/2022","9:10:00 AM",1.90,57.50,"2",42.00,94.00,0,"Oak forest on part of one side, some cow pasture. Big grass fields beyond a row of houses. Western wood pewees, Acorn woodpeckers, Cliff swallows, purple finches.",0,,,,,,,,,,,
147,"2003","BMW","6/18/2022","8:47:00 AM",3.20,60.00,"2",49.00,99.00,0,"Low grass fields with cows in it on side. Some houses and buildings on the other.",0,,,,,,,,,,,
148,"2074","BMW","6/18/2022","9:38:00 AM",3.20,60.00,"2",41.00,104.00,0,"Grass field with some shorter grass in a low area. Some houses with farm building and trees. Savannah sparrow and house wren.",0,,,,,,,,,,,
149,"2040","BMW","6/18/2022","9:56:00 AM",3.30,59.50,"2",30.00,103.00,0,"Big hazelnuts and tall forest on one side, mint, 2-3ft tall on other. Some bare ground at edge between mint and wheat. Very quiet spot. White crowned Sparrows x5+.",0,,,,,,,,,,,
150,"2014","BMW","6/18/2022","7:16:00 AM",3.80,56.00,"2",51.00,104.00,0,"Some ag buildings, houses and oaks, but some large grass/hay fields too. White-breasted Nuthatches in oaks.",0,,,,,,,,,,,
151,"2069","BMW","6/18/2022","7:35:00 AM",4.00,59.00,"1",38.00,101.00,0,"Marginal site. Multiple houses with trees. Some orchard/nursery trees, but a couple large fields of grass too. Maybe less than 50% suitable, but not all permanent crops, so keeping for now.",0,,,,,,,,,,,
152,"1013","BMW","6/18/2022","6:40:00 AM",0.00,57.00,"2",32.00,109.00,0,"Tall grass fields on both sides with a few pine trees. Meadowlarks calling from several directions.",0,,,,,,,,,,,
153,"1016","BMW","6/18/2022","5:54:00 AM",1.00,50.00,"1",20.00,47.00,0,"Some forest on one side, but also large open fields of low grass.",0,,,,,,,,,,,
154,"3008","BMW","6/19/2022","8:19:00 AM",0.00,65.00,"2",28.00,84.00,0,"1/3 mature hazelnuts, 2/3 grass field. No traffic, max noise was just me moving nearby. Savannah sparrows and a kestrel.",0,,,,,,,,,,,
155,"3013","BMW","6/19/2022","6:43:00 AM",0.00,62.00,"2",21.00,56.00,0,"Very close to a house with a barking dog. Wheat and grass fields on both sides. Quail, kestrel, white-crowned sparrow, bullock's oriole, acorn woodpecker.",0,,,,,,,,,,,
156,"3029","BMW","6/19/2022","6:26:00 AM",0.00,57.50,"2",42.00,112.00,0,"Hwy 99w. Grass fields and wheat fields. No shoulder, parked on Stevenson rd and walked 99w. Early on Sunday seems ok to work with, as there are breaks in the traffic, but each car can be heard for a long time. Savannah sparrows.",0,,,,,,,,,,,
157,"3086","BMW","6/23/2022","7:57:00 AM",7.50,56.70,"0",43.00,100.00,0,"Wheat field on east side, some trees along the rd on the west side with grass field behind. A little windy. Gusts reached 9.5mph. Kestrel nearby.",0,,,,,,,,,,,
158,"3092","BMW","6/23/2022","7:32:00 AM",9.00,56.00,"0",46.00,100.00,0,"Tall grass hay on south side, short (6-8"" tall) widely spaced grass on north side. Wide open area, looks good for horned larks. No traffic, but wind gusts registered as loud on the wind app. Several savannah sparrows.",0,,,,,,,,,,,
159,"3068","BMW","6/23/2022","7:10:00 AM",2.30,56.50,"0",55.00,106.00,0,"Grass fields and horse pasture and house on one side. Trees lining the road and hazelnuts on the other. White-breasted nuthatch, acorn woodpecker.",0,,,,,,,,,,,
160,"3063","BMW","6/23/2022","6:51:00 AM",1.70,56.00,"0",41.00,99.00,0,"Tall grass/hay on both sides of the road. Some medium trees along the edges. Patch of tall trees/forest a little ways out of the circle. Savannah sparrow, common yellowthroat, bullock's oriole.",0,,,,,,,,,,,
161,"3011","BMW","6/23/2022","6:32:00 AM",4.00,51.00,"0",66.00,111.00,0,"Wheat field on one side, some large ag buildings and a newly planted field of what looks like squash plants. Savannah sparrows.",0,,,,,,,,,,,
162,"3039","BMW","6/23/2022","8:25:00 AM",2.00,62.00,"0",56.00,68.00,0,"Sparsely wooded hillside with houses on south side of the road and then grass fields to the north. Some distant construction and tractors making noise. House wren, Western tanager, Scrub Jay.",0,,,,,,,,,,,
163,"3094","BMW","6/23/2022","9:17:00 AM",7.00,59.00,"0",48.00,98.00,0,"Tall grass field on both sides of the road. Max noise was due to wind, which reached 12mph gusts. Common yellowthroat and Kestrel.",0,,,,,,,,,,,
164,"3076","BMW","6/23/2022","8:57:00 AM",6.00,58.00,"0",49.00,92.00,0,"No shoulder at all. A little windy. Open area, tall grass on both sides of the paved road. No open gravel or dirt. What percent of larks are found along paved roads? Cliff swallows.",0,,,,,,,,,,,
165,"3058","BMW","6/26/2022","8:38:00 AM",1.20,79.00,"0",45.00,101.00,0,"Grass field on the south side of the road, mint on the north, with a few small trees. Paved Road. Mint field is patchy and seems better than the tall grass. Savannah sparrows.",0,,,,,,,,,,,
166,"3064","BMW","6/23/2022","9:45:00 AM",7.50,62.00,"0",55.00,98.00,0,"Houses on the north side, field of tall green flowering plant on the south side. A little windy, last survey of the day. White-crowned sparrow and western wood-pewee. Winds were gusting up to 11mph.",0,,,,,,,,,,,
167,"3040","BMW","6/26/2022","6:08:00 AM",0.00,60.50,"0",52.00,93.00,0,"1/4 hops (tall, 10ft), 1/4 strawberries, some buildings and a lumber yard and a mostly bare field in the SW corner. On hwy 51, but traffic is light early on Sundays. 1/4 field looks really good, bare dirt with clumps of weeds. Osprey and nest and White-crowned Sparrows. Should strawberry fields be considered as annual or a more perennial ground cover?",0,,,,,,,,,,,
168,"3005","BMW","6/26/2022","6:47:00 AM",0.00,72.00,"0",58.00,111.00,0,"Hwy 99w. Grass field and weedy pink clover with dirt openings on one side. Grass fields and one field being baled up on the other. Wild turkey walking down the road, and savannah sparrow. Somewhat regular traffic.",0,,,,,,,,,,,
169,"3095","BMW","6/26/2022","8:14:00 AM",5.00,76.80,"0",52.00,102.00,0,"Hazelnuts on the north side, grass field on the south side. Paved road. Big gravel patch in the field on the south. Savannah sparrows.",0,,,,,,,,,,,
170,"3042","BMW","6/19/2022","8:33:00 AM",0.00,63.00,"2",25.00,51.00,0,"Grass field on one side and low veg field on the other, looks like clover. Quiet spot on a gravel rd, but the survey point is 30ft in front of a house and their windows, I could hear them talking while I did the survey. Seems like these should be moved slightly in future years so it doesn't stress out homeowners (and surveyors). Black-headed grosbeak, cedar waxwing, savannah sparrow.",0,,,,,,,,,,,
171,"3111","BMW","6/26/2022","7:13:00 AM",1.80,73.00,"0",36.00,64.00,0,"Forest on south, grass seed field on the north. Gravel Road. Some fields east of here had low vegetation and looked good for horned larks, but not in the circle. Quiet and no traffic.",0,,,,,,,,,,,
172,"3101","BMW","6/26/2022","7:47:00 AM",4.00,76.00,"0",40.00,90.00,0,"Oaks and open grassy yard/house on one side, large grass field on the east side. Savannah sparrow.",0,,,,,,,,,,,
173,"3074","BMW","6/28/2022","6:45:00 AM",3.00,59.00,"2",56.00,112.00,0,"Cut grass field on west, baled hay on the east, with a house. Paved road. One row of trees between fields. Lots of starlings in cut field. Wind gusts up to 10mph.",0,,,,,,,,,,,
174,"3114","BMW","6/28/2022","5:43:00 AM",3.50,55.50,"2",44.00,101.00,0,"Large wheat field on the west, house and grass field on the east. Gravel rd. One row of trees along south edge. Point is right in front of a house. Savannah sparrows x3, white-crowned sparrow.",0,,,,,,,,,,,
175,"3107","BMW","6/29/2022","6:31:00 AM",2.60,60.20,"2",24.00,94.00,0,"Grass field on both sides. Some grapes in corner of circle. Gravel Rd. Field up the street looks good for larks. Common yellowthroat, White-crowned sparrow, Savannah sparrow.",0,,,,,,,,,,,
176,"3099","BMW","6/29/2022","6:09:00 AM",1.00,58.00,"2",15.00,49.00,0,"Tall grass fields on both sides. One house and barn on a gravel rd. Super quiet spot. Savannah sparrow.",0,,,,,,,,,,,
177,"3105","BMW","6/29/2022","5:52:00 AM",1.70,59.00,"2",26.00,55.00,0,"Grass fields on the east. Line of tall trees along the road (walnuts?) and then a bare dirt field and grass and wheat and clover fields on west. Quiet gravel road. Savannah sparrow.",0,,,,,,,,,,,
178,"3097","BMW","6/29/2022","5:19:00 AM",0.00,59.00,"2",62.00,109.00,0,"Hwy 99w. Creek splitting multiple grass fields. Traffis is light, but each car and especially the trucks can be heard/loud for a long ways. I've personally seen horned larks in the field in NE part of the cirlce previously, but the grass looks tall today. Savannah sparrow.",0,,,,,,,,,,,
179,"3113","BMW","6/29/2022","9:20:00 AM",0.00,67.00,"2",66.00,111.00,0,"Grass fields on the north, some x-mas trees on the south, though with open patches between tree groups. Busy paved hwy running east west with gravel rd running south. Probably a decent area for Vesper Sparrows, though I didn't hear any at the survey spot. California quail in the x-mas trees.",0,,,,,,,,,,,
180,"1039","BMW","6/30/2022","8:59:00 AM",2.30,67.00,"2",46.00,79.00,0,"Hops on the north side, clover and bare field on the south, with a house. Bare field looks like baby corn, 2-3"" tall. Right directly in front of a house. Pave road, though fairly quiet for traffic. Some tractor noises. Better suitability than satelite map showed. White-crowned sparrows x 3.",0,,,,,,,,,,,
181,"1004","BMW","6/30/2022","8:14:00 AM",1.10,62.00,"1",63.00,106.00,0,"Grass field on the east, hazelnuts and house on the west. Some tall hops in SE corner as well, and some grass on west too. Paved road with some tractor noises. Very little bare ground except under the hazelnuts. Northern harrier, white-crowned sparrow, downy woodpecker.",0,,,,,,,,,,,
182,"1023","BMW","6/30/2022","7:08:00 AM",0.00,63.00,"0",36.00,66.00,0,"One grass field, cut and baled, on east side, along with grapes and hazelnuts. Cut and baled hay field with barns on west side. Some tall oaks and other trees around, both the farms and along the road. Gravel rd on hilly sloped terrain. Acorn woodpecker x2, purple finch, Eurasian-Collared dove, house fince and house wren.",0,,,,,,,,,,,
183,"1032","BMW","6/30/2022","6:09:00 AM",0.00,50.00,"0",57.00,112.00,0,"Just about the minimum for suitability. Large trees on the south. Clover field with large ag buildings on north, with grass field to the west. Much more appropriate habitat without buildings or trees just east down the road. See pictures. Paved road, but wide gravel shoulders. Purple finch, cedar waxwings, red-breasted nuthatch, California scrub-jay.",0,,,,,,,,,,,
184,"1040","BMW","6/30/2022","9:55:00 AM",2.50,62.00,"1",47.00,108.00,0,"Grass field on the north with shallow ponds. Right in front of a house with a barking dog on the south, with some more marshy/grassy areas. No shoulder at all, parked west of coordinates and walked to the survey spot. Yellow-headed Blackbird and Ring-necked Pheasant. Last survey for the year.",0,,,,,,,,,,,
185,"1006","BMW","6/27/2022","9:25:00 AM",2.60,75.00,"0",57.00,112.00,0,"Weedy grass field on the east and north, hazelnuts and house on the west. Directly in front of a house. Busy and noisy paved road. Oaks and trees on edges of the field. Very little bare ground except under the hazelnuts. Chipping sparrow, savannah sparrow, white-crowned sparrow, Kestrel.",0,,,,,,,,,,,
186,"1031","BMW","6/27/2022","9:00:00 AM",2.50,74.00,"0",60.00,111.00,0,"Lots of bare ground. Looks like maybe a sod farm field on the south and recently tilled soil on the north. Some large trees. Some loud traffic on paved road and tractors working in the field. White-crowned sparrow, kestrel.",0,,,,,,,,,,,
187,"1029","BMW","6/27/2022","6:32:00 AM",0.00,65.00,"0",45.00,92.00,0,"Grass field on the north. Large rural properties on south with grass pasture. Little traffic on this road (paved), but busy hwy 1/4 mile away. Large irrigation equipment in the grass field to the north.",0,,,,,,,,,,,
188,"1025","BMW","6/27/2022","6:00:00 AM",0.00,62.00,"0",33.00,78.00,0,"Wheat and grass field on the south, house and trees and another field obscured by hedgerow on the north. Paved road with very little bare ground.",0,,,,,,,,,,,
189,"1015","BMW","6/27/2022","7:09:00 AM",0.00,72.00,"0",42.00,72.00,0,"1/2 grass field, 1/2 hazelnuts and a small wooded house and property. Quiet gravel road. Some tall trees nearby. Western bluebirds and savannah sparrows.",0,,,,,,,,,,,
190,"1008","BMW","6/27/2022","7:35:00 AM",1.00,69.00,"0",67.00,108.00,0,"Grass fields on the west, ag buildings, grass and hazelnuts on the east. Paved road with busy traffic and fast moving cars.",0,,,,,,,,,,,
191,"1033","BMW","6/27/2022","8:34:00 AM",1.70,73.00,"0",53.00,89.00,0,"1/2 hazelnuts, 1/2 grass field. Wide gravel road with bare dirt and gravel along the sides of the road. Very quiet spot. Tall fir trees 350 yards away on other side of grass field. Savannah sparrrows x 2. Max wind noise was due to an airplane flying over.",0,,,,,,,,,,,
192,"1022","BMW","6/27/2022","8:12:00 AM",1.50,70.00,"0",55.00,112.00,0,"1/2 small tree nursery and ag buildings, 1/2 tall grass field. Paved road. Savannah sparrow and white-crowned sparrow.",0,,,,,,,,,,,
193,"1036","SHA","6/25/2022","9:14:00 AM",2.50,75.60,"0",57.80,80.00,0,"Two fields, one side farmhouse, a few stands of trees",0,,,,,,,,,,,
194,"1024","SHA","6/25/2022","8:00:00 AM",1.50,70.30,"0",56.30,78.00,0,"large open field opposite gated driveway with more fields",0,,,,,,,,,,,
195,"1027","SHA","6/25/2022","8:34:00 AM",3.80,67.90,"0",61.20,82.00,0,"one side open field, other side some kind of crop",0,,,,,,,,,,,
